emotion,phrase,language
confused,paano ini grabe,hil
confused,super paano ini,hil
confused,paano ini super,hil
confused,talaga paano ini,hil
confused,paano ini talaga,hil
confused,libog ko sa login,hil
confused,libog ko sa account ko,hil
confused,libog ko sa appointment,hil
confused,libog ko sa password,hil
confused,libog ko sa medconnect,hil
confused,libog ko sa pag-book,hil
confused,libog ko sa registration,hil
confused,libog ko parte sa appointment,hil
confused,libog ko sa akon kahimsog,hil
confused,gid libog ko,hil
confused,libog ko gid,hil
confused,kaayo libog ko,hil
confused,libog ko kaayo,hil
confused,grabe libog ko,hil
confused,libog ko grabe,hil
confused,super libog ko,hil
confused,libog ko super,hil
confused,talaga libog ko,hil
confused,libog ko talaga,hil
frustrated,frustrated,en
frustrated,frustrated with login,en
frustrated,frustrated with sign in,en
frustrated,frustrated with my account,en
frustrated,frustrated with appointment,en
frustrated,frustrated with booking,en
frustrated,frustrated with password,en
frustrated,frustrated with medconnect,en
frustrated,frustrated with the website,en
frustrated,frustrated with registration,en
frustrated,frustrated about my appointment,en
frustrated,frustrated about my health,en
frustrated,frustrated about my records,en
frustrated,so frustrated,en
frustrated,frustrated so,en
frustrated,very frustrated,en
frustrated,frustrated very,en
frustrated,really frustrated,en
frustrated,frustrated really,en
frustrated,super frustrated,en
frustrated,frustrated super,en
frustrated,extremely frustrated,en
frustrated,frustrated extremely,en
frustrated,quite frustrated,en
frustrated,frustrated quite,en
frustrated,this isn't working with login,en
frustrated,this isn't working with sign in,en
frustrated,this isn't working with my account,en
frustrated,this isn't working with appointment,en
frustrated,this isn't working with booking,en
frustrated,this isn't working with password,en
frustrated,this isn't working with medconnect,en
frustrated,this isn't working with the website,en
frustrated,this isn't working with registration,en
frustrated,this isn't working about my appointment,en
frustrated,this isn't working about my health,en
frustrated,this isn't working about my records,en
frustrated,so this isn't working,en
frustrated,this isn't working so,en
frustrated,very this isn't working,en
frustrated,this isn't working very,en
frustrated,really this isn't working,en
frustrated,this isn't working really,en
frustrated,super this isn't working,en
frustrated,this isn't working super,en
frustrated,extremely this isn't working,en
frustrated,this isn't working extremely,en
frustrated,quite this isn't working,en
frustrated,this isn't working quite,en
frustrated,so annoying,en
frustrated,so annoying with login,en
frustrated,so annoying with sign in,en
frustrated,so annoying with my account,en
frustrated,so annoying with appointment,en
frustrated,so annoying with booking,en
frustrated,so annoying with password,en
frustrated,so annoying with medconnect,en
frustrated,so annoying with the website,en
frustrated,so annoying with registration,en
frustrated,so annoying about my appointment,en
frustrated,so annoying about my health,en
frustrated,so annoying about my records,en
frustrated,so so annoying,en
frustrated,so annoying so,en
frustrated,very so annoying,en
frustrated,so annoying very,en
frustrated,really so annoying,en
frustrated,so annoying really,en
frustrated,super so annoying,en
frustrated,so annoying super,en
frustrated,extremely so annoying,en
frustrated,so annoying extremely,en
frustrated,quite so annoying,en
frustrated,so annoying quite,en
frustrated,fed up,en
frustrated,fed up with login,en
frustrated,fed up with sign in,en
frustrated,fed up with my account,en
frustrated,fed up with appointment,en
frustrated,fed up with booking,en
frustrated,fed up with password,en
frustrated,fed up with medconnect,en
frustrated,fed up with the website,en
frustrated,fed up with registration,en
frustrated,fed up about my appointment,en
frustrated,fed up about my health,en
frustrated,fed up about my records,en
frustrated,so fed up,en
frustrated,fed up so,en
frustrated,very fed up,en
frustrated,fed up very,en
frustrated,really fed up,en
frustrated,fed up really,en
frustrated,super fed up,en
frustrated,fed up super,en
frustrated,extremely fed up,en
frustrated,fed up extremely,en
frustrated,quite fed up,en
frustrated,fed up quite,en
frustrated,login won't work with login,en
frustrated,login won't work with sign in,en
frustrated,login won't work with my account,en
frustrated,login won't work with appointment,en
frustrated,login won't work with booking,en
frustrated,login won't work with password,en
frustrated,login won't work with medconnect,en
frustrated,login won't work with the website,en
frustrated,login won't work with registration,en
frustrated,login won't work about my appointment,en
frustrated,login won't work about my health,en
frustrated,login won't work about my records,en
frustrated,so login won't work,en
frustrated,login won't work so,en
frustrated,very login won't work,en
frustrated,login won't work very,en
frustrated,really login won't work,en
frustrated,login won't work really,en
frustrated,super login won't work,en
frustrated,login won't work super,en
frustrated,extremely login won't work,en
frustrated,login won't work extremely,en
frustrated,quite login won't work,en
frustrated,login won't work quite,en
frustrated,not working,en
frustrated,not working with login,en
frustrated,not working with sign in,en
frustrated,not working with my account,en
frustrated,not working with appointment,en
frustrated,not working with booking,en
frustrated,not working with password,en
frustrated,not working with medconnect,en
frustrated,not working with the website,en
frustrated,not working with registration,en
frustrated,not working about my appointment,en
frustrated,not working about my health,en
frustrated,not working about my records,en
frustrated,so not working,en
frustrated,not working so,en
frustrated,very not working,en
frustrated,not working very,en
frustrated,really not working,en
frustrated,not working really,en
frustrated,super not working,en
frustrated,not working super,en
frustrated,extremely not working,en
frustrated,not working extremely,en
frustrated,quite not working,en
frustrated,not working quite,en
frustrated,this is broken,en
frustrated,this is broken with login,en
frustrated,this is broken with sign in,en
frustrated,this is broken with my account,en
frustrated,this is broken with appointment,en
frustrated,this is broken with booking,en
frustrated,this is broken with password,en
frustrated,this is broken with medconnect,en
frustrated,this is broken with the website,en
frustrated,this is broken with registration,en
frustrated,this is broken about my appointment,en
frustrated,this is broken about my health,en
frustrated,this is broken about my records,en
frustrated,so this is broken,en
frustrated,this is broken so,en
frustrated,very this is broken,en
frustrated,this is broken very,en
frustrated,really this is broken,en
frustrated,this is broken really,en
frustrated,super this is broken,en
frustrated,this is broken super,en
frustrated,extremely this is broken,en
frustrated,this is broken extremely,en
frustrated,quite this is broken,en
frustrated,this is broken quite,en
frustrated,can't login,en
frustrated,can't login with login,en
frustrated,can't login with sign in,en
frustrated,can't login with my account,en
frustrated,can't login with appointment,en
frustrated,can't login with booking,en
frustrated,can't login with password,en
frustrated,can't login with medconnect,en
frustrated,can't login with the website,en
frustrated,can't login with registration,en
frustrated,can't login about my appointment,en
frustrated,can't login about my health,en
frustrated,can't login about my records,en
frustrated,so can't login,en
frustrated,can't login so,en
frustrated,very can't login,en
frustrated,can't login very,en
frustrated,really can't login,en
frustrated,can't login really,en
frustrated,super can't login,en
frustrated,can't login super,en
frustrated,extremely can't login,en
frustrated,can't login extremely,en
frustrated,quite can't login,en
frustrated,can't login quite,en
frustrated,keeps failing,en
frustrated,keeps failing with login,en
frustrated,keeps failing with sign in,en
frustrated,keeps failing with my account,en
frustrated,keeps failing with appointment,en
frustrated,keeps failing with booking,en
frustrated,keeps failing with password,en
frustrated,keeps failing with medconnect,en
frustrated,keeps failing with the website,en
frustrated,keeps failing with registration,en
frustrated,keeps failing about my appointment,en
frustrated,keeps failing about my health,en
frustrated,keeps failing about my records,en
frustrated,so keeps failing,en
frustrated,keeps failing so,en
frustrated,very keeps failing,en
frustrated,keeps failing very,en
frustrated,really keeps failing,en
frustrated,keeps failing really,en
frustrated,super keeps failing,en
frustrated,keeps failing super,en
frustrated,extremely keeps failing,en
frustrated,keeps failing extremely,en
frustrated,quite keeps failing,en
frustrated,keeps failing quite,en
frustrated,so frustrating with login,en
frustrated,so frustrating with sign in,en
frustrated,so frustrating with my account,en
frustrated,so frustrating with appointment,en
frustrated,so frustrating with booking,en
frustrated,so frustrating with password,en
frustrated,so frustrating with medconnect,en
frustrated,so frustrating with the website,en
frustrated,so frustrating with registration,en
frustrated,so frustrating about my appointment,en
frustrated,so frustrating about my health,en
frustrated,so frustrating about my records,en
frustrated,so so frustrating,en
frustrated,so frustrating so,en
frustrated,very so frustrating,en
frustrated,so frustrating very,en
frustrated,really so frustrating,en
frustrated,so frustrating really,en
frustrated,super so frustrating,en
frustrated,so frustrating super,en
frustrated,extremely so frustrating,en
frustrated,so frustrating extremely,en
frustrated,quite so frustrating,en
frustrated,so frustrating quite,en
frustrated,frustrated na ako sa login,fil
frustrated,frustrated na ako sa account ko,fil
frustrated,frustrated na ako sa appointment,fil
frustrated,frustrated na ako sa password,fil
frustrated,frustrated na ako sa medconnect,fil
frustrated,frustrated na ako sa pag-book,fil
frustrated,frustrated na ako sa registration,fil
frustrated,frustrated na ako tungkol sa appointment,fil
frustrated,frustrated na ako sa kalusugan ko,fil
frustrated,sobrang frustrated na ako,fil
frustrated,frustrated na ako sobrang,fil
frustrated,talaga frustrated na ako,fil
frustrated,frustrated na ako talaga,fil
frustrated,grabe frustrated na ako,fil
frustrated,frustrated na ako grabe,fil
frustrated,napaka frustrated na ako,fil
frustrated,frustrated na ako napaka,fil
frustrated,super frustrated na ako,fil
frustrated,frustrated na ako super,fil
frustrated,hindi gumagana sa login,fil
frustrated,hindi gumagana sa account ko,fil
frustrated,hindi gumagana sa appointment,fil
frustrated,hindi gumagana sa password,fil
frustrated,hindi gumagana sa medconnect,fil
frustrated,hindi gumagana sa pag-book,fil
frustrated,hindi gumagana sa registration,fil
frustrated,hindi gumagana tungkol sa appointment,fil
frustrated,hindi gumagana sa kalusugan ko,fil
frustrated,sobrang hindi gumagana,fil
frustrated,hindi gumagana sobrang,fil
frustrated,talaga hindi gumagana,fil
frustrated,hindi gumagana talaga,fil
frustrated,grabe hindi gumagana,fil
frustrated,hindi gumagana grabe,fil
frustrated,napaka hindi gumagana,fil
frustrated,hindi gumagana napaka,fil
frustrated,super hindi gumagana,fil
frustrated,hindi gumagana super,fil
frustrated,ayaw mag-login sa login,fil
frustrated,ayaw mag-login sa account ko,fil
frustrated,ayaw mag-login sa appointment,fil
