local_term,english_term,synonym_group,language,status
suffering from 2-methylcitric acid high in urine,2-methylcitric Acid High in Urine,2_methylcitric_acid_high_in_urine,english,active
2-methylcitric acid high in urine symptom,2-methylcitric Acid High in Urine,2_methylcitric_acid_high_in_urine,english,active
feeling of 2-methylcitric acid high in urine,2-methylcitric Acid High in Urine,2_methylcitric_acid_high_in_urine,english,active
complains of 2-methylcitric acid high in urine,2-methylcitric Acid High in Urine,2_methylcitric_acid_high_in_urine,english,active
with 2-methylcitric acid high in urine,2-methylcitric Acid High in Urine,2_methylcitric_acid_high_in_urine,english,active
2-methylcitric acid high in urine present,2-methylcitric Acid High in Urine,2_methylcitric_acid_high_in_urine,english,active
ongoing 2-methylcitric acid high in urine,2-methylcitric Acid High in Urine,2_methylcitric_acid_high_in_urine,english,active
persistent 2-methylcitric acid high in urine,2-methylcitric Acid High in Urine,2_methylcitric_acid_high_in_urine,english,active
i have 2-oxoadipic aciduria,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
experiencing 2-oxoadipic aciduria,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
suffering from 2-oxoadipic aciduria,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
2-oxoadipic aciduria symptom,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
feeling of 2-oxoadipic aciduria,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
complains of 2-oxoadipic aciduria,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
with 2-oxoadipic aciduria,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
2-oxoadipic aciduria present,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
ongoing 2-oxoadipic aciduria,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
persistent 2-oxoadipic aciduria,2-oxoadipic Aciduria,2_oxoadipic_aciduria,english,active
i have 2:1 atrioventricular block,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
experiencing 2:1 atrioventricular block,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
suffering from 2:1 atrioventricular block,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
2:1 atrioventricular block symptom,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
feeling of 2:1 atrioventricular block,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
complains of 2:1 atrioventricular block,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
with 2:1 atrioventricular block,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
2:1 atrioventricular block present,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
ongoing 2:1 atrioventricular block,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
persistent 2:1 atrioventricular block,2:1 Atrioventricular Block,2_1_atrioventricular_block,english,active
i have 2:1 av block,2:1 AV Block,2_1_av_block,english,active
experiencing 2:1 av block,2:1 AV Block,2_1_av_block,english,active
suffering from 2:1 av block,2:1 AV Block,2_1_av_block,english,active
2:1 av block symptom,2:1 AV Block,2_1_av_block,english,active
feeling of 2:1 av block,2:1 AV Block,2_1_av_block,english,active
complains of 2:1 av block,2:1 AV Block,2_1_av_block,english,active
with 2:1 av block,2:1 AV Block,2_1_av_block,english,active
2:1 av block present,2:1 AV Block,2_1_av_block,english,active
ongoing 2:1 av block,2:1 AV Block,2_1_av_block,english,active
persistent 2:1 av block,2:1 AV Block,2_1_av_block,english,active
i have 2nd toe symphalangism,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
experiencing 2nd toe symphalangism,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
suffering from 2nd toe symphalangism,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
2nd toe symphalangism symptom,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
feeling of 2nd toe symphalangism,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
complains of 2nd toe symphalangism,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
with 2nd toe symphalangism,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
2nd toe symphalangism present,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
ongoing 2nd toe symphalangism,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
persistent 2nd toe symphalangism,2nd Toe Symphalangism,2nd_toe_symphalangism,english,active
i have 2nd-5th toe middle phalangeal hypoplasia,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
experiencing 2nd-5th toe middle phalangeal hypoplasia,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
suffering from 2nd-5th toe middle phalangeal hypoplasia,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
2nd-5th toe middle phalangeal hypoplasia symptom,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
feeling of 2nd-5th toe middle phalangeal hypoplasia,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
complains of 2nd-5th toe middle phalangeal hypoplasia,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
with 2nd-5th toe middle phalangeal hypoplasia,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
2nd-5th toe middle phalangeal hypoplasia present,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
ongoing 2nd-5th toe middle phalangeal hypoplasia,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
persistent 2nd-5th toe middle phalangeal hypoplasia,2nd-5th Toe Middle Phalangeal Hypoplasia,2nd_5th_toe_middle_phalangeal_hypoplasia,english,active
i have 3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
experiencing 3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
suffering from 3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
3-hydroxydicarboxylic aciduria symptom,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
feeling of 3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
complains of 3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
with 3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
3-hydroxydicarboxylic aciduria present,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
ongoing 3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
persistent 3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylic Aciduria,3_hydroxydicarboxylic_aciduria,english,active
i have 3-hydroxyglutaric acid high in urine,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
experiencing 3-hydroxyglutaric acid high in urine,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
suffering from 3-hydroxyglutaric acid high in urine,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
3-hydroxyglutaric acid high in urine symptom,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
feeling of 3-hydroxyglutaric acid high in urine,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
complains of 3-hydroxyglutaric acid high in urine,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
with 3-hydroxyglutaric acid high in urine,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
3-hydroxyglutaric acid high in urine present,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
ongoing 3-hydroxyglutaric acid high in urine,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
persistent 3-hydroxyglutaric acid high in urine,3-hydroxyglutaric Acid High in Urine,3_hydroxyglutaric_acid_high_in_urine,english,active
i have 3-hydroxyisobutyryl-coa hydrolase deficiency,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
experiencing 3-hydroxyisobutyryl-coa hydrolase deficiency,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
suffering from 3-hydroxyisobutyryl-coa hydrolase deficiency,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
3-hydroxyisobutyryl-coa hydrolase deficiency symptom,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
feeling of 3-hydroxyisobutyryl-coa hydrolase deficiency,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
complains of 3-hydroxyisobutyryl-coa hydrolase deficiency,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
with 3-hydroxyisobutyryl-coa hydrolase deficiency,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
3-hydroxyisobutyryl-coa hydrolase deficiency present,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
ongoing 3-hydroxyisobutyryl-coa hydrolase deficiency,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
persistent 3-hydroxyisobutyryl-coa hydrolase deficiency,3-hydroxyisobutyryl-CoA Hydrolase Deficiency,3_hydroxyisobutyryl_coa_hydrolase_deficiency,english,active
i have 3-hydroxyisovaleric aciduria,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
experiencing 3-hydroxyisovaleric aciduria,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
suffering from 3-hydroxyisovaleric aciduria,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
3-hydroxyisovaleric aciduria symptom,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
feeling of 3-hydroxyisovaleric aciduria,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
complains of 3-hydroxyisovaleric aciduria,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
with 3-hydroxyisovaleric aciduria,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
3-hydroxyisovaleric aciduria present,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
ongoing 3-hydroxyisovaleric aciduria,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
persistent 3-hydroxyisovaleric aciduria,3-hydroxyisovaleric Aciduria,3_hydroxyisovaleric_aciduria,english,active
i have 3-hydroxypropionic acid high in urine,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
experiencing 3-hydroxypropionic acid high in urine,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
suffering from 3-hydroxypropionic acid high in urine,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
3-hydroxypropionic acid high in urine symptom,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
feeling of 3-hydroxypropionic acid high in urine,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
complains of 3-hydroxypropionic acid high in urine,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
with 3-hydroxypropionic acid high in urine,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
3-hydroxypropionic acid high in urine present,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
ongoing 3-hydroxypropionic acid high in urine,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
persistent 3-hydroxypropionic acid high in urine,3-hydroxypropionic Acid High in Urine,3_hydroxypropionic_acid_high_in_urine,english,active
i have 3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
experiencing 3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
suffering from 3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
3-ketoacyl-coa thiolase (thio) deficiency symptom,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
feeling of 3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
complains of 3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
with 3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
3-ketoacyl-coa thiolase (thio) deficiency present,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
ongoing 3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
persistent 3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-CoA Thiolase (THIO) Deficiency,3_ketoacyl_coa_thiolase_thio_deficiency,english,active
i have 3-methylcrotonyl coa carboxylase low in fibroblasts,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
experiencing 3-methylcrotonyl coa carboxylase low in fibroblasts,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
suffering from 3-methylcrotonyl coa carboxylase low in fibroblasts,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
3-methylcrotonyl coa carboxylase low in fibroblasts symptom,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
feeling of 3-methylcrotonyl coa carboxylase low in fibroblasts,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
complains of 3-methylcrotonyl coa carboxylase low in fibroblasts,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
with 3-methylcrotonyl coa carboxylase low in fibroblasts,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
3-methylcrotonyl coa carboxylase low in fibroblasts present,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
ongoing 3-methylcrotonyl coa carboxylase low in fibroblasts,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
persistent 3-methylcrotonyl coa carboxylase low in fibroblasts,3-methylcrotonyl CoA Carboxylase Low in Fibroblasts,3_methylcrotonyl_coa_carboxylase_low_in_fibroblasts,english,active
i have 3-methylglutaconic aciduria,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
experiencing 3-methylglutaconic aciduria,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
suffering from 3-methylglutaconic aciduria,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
3-methylglutaconic aciduria symptom,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
feeling of 3-methylglutaconic aciduria,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
complains of 3-methylglutaconic aciduria,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
with 3-methylglutaconic aciduria,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
3-methylglutaconic aciduria present,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
ongoing 3-methylglutaconic aciduria,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
persistent 3-methylglutaconic aciduria,3-Methylglutaconic Aciduria,3_methylglutaconic_aciduria,english,active
i have 3-methylglutaconicaciduria,3-Methylglutaconicaciduria,3_methylglutaconicaciduria,english,active
