hiligaynon_term,english_term,synonym_group,status
ongoing abnormal glomerular basement membrane texture,Abnormal Glomerular Basement Membrane Texture,abnormal_glomerular_basement_membrane_texture,active
persistent abnormal glomerular basement membrane texture,Abnormal Glomerular Basement Membrane Texture,abnormal_glomerular_basement_membrane_texture,active
i have abnormal glomerular capillary lumen morphology,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
experiencing abnormal glomerular capillary lumen morphology,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
suffering from abnormal glomerular capillary lumen morphology,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
abnormal glomerular capillary lumen morphology symptom,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
feeling of abnormal glomerular capillary lumen morphology,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
complains of abnormal glomerular capillary lumen morphology,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
with abnormal glomerular capillary lumen morphology,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
abnormal glomerular capillary lumen morphology present,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
ongoing abnormal glomerular capillary lumen morphology,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
persistent abnormal glomerular capillary lumen morphology,Abnormal Glomerular Capillary Lumen Morphology,abnormal_glomerular_capillary_lumen_morphology,active
i have abnormal glomerular capillary morphology,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
experiencing abnormal glomerular capillary morphology,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
suffering from abnormal glomerular capillary morphology,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
abnormal glomerular capillary morphology symptom,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
feeling of abnormal glomerular capillary morphology,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
complains of abnormal glomerular capillary morphology,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
with abnormal glomerular capillary morphology,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
abnormal glomerular capillary morphology present,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
ongoing abnormal glomerular capillary morphology,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
persistent abnormal glomerular capillary morphology,Abnormal Glomerular Capillary Morphology,abnormal_glomerular_capillary_morphology,active
i have abnormal glomerular endothelial cell morphology,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
experiencing abnormal glomerular endothelial cell morphology,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
suffering from abnormal glomerular endothelial cell morphology,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
abnormal glomerular endothelial cell morphology symptom,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
feeling of abnormal glomerular endothelial cell morphology,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
complains of abnormal glomerular endothelial cell morphology,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
with abnormal glomerular endothelial cell morphology,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
abnormal glomerular endothelial cell morphology present,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
ongoing abnormal glomerular endothelial cell morphology,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
persistent abnormal glomerular endothelial cell morphology,Abnormal Glomerular Endothelial Cell Morphology,abnormal_glomerular_endothelial_cell_morphology,active
i have abnormal glomerular filtration rate,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
experiencing abnormal glomerular filtration rate,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
suffering from abnormal glomerular filtration rate,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
abnormal glomerular filtration rate symptom,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
feeling of abnormal glomerular filtration rate,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
complains of abnormal glomerular filtration rate,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
with abnormal glomerular filtration rate,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
abnormal glomerular filtration rate present,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
ongoing abnormal glomerular filtration rate,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
persistent abnormal glomerular filtration rate,Abnormal Glomerular Filtration Rate,abnormal_glomerular_filtration_rate,active
i have abnormal glomerular mesangial cellularity,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
experiencing abnormal glomerular mesangial cellularity,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
suffering from abnormal glomerular mesangial cellularity,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
abnormal glomerular mesangial cellularity symptom,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
feeling of abnormal glomerular mesangial cellularity,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
complains of abnormal glomerular mesangial cellularity,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
with abnormal glomerular mesangial cellularity,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
abnormal glomerular mesangial cellularity present,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
ongoing abnormal glomerular mesangial cellularity,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
persistent abnormal glomerular mesangial cellularity,Abnormal Glomerular Mesangial Cellularity,abnormal_glomerular_mesangial_cellularity,active
i have abnormal glomerular mesangial matrix morphology,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
experiencing abnormal glomerular mesangial matrix morphology,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
suffering from abnormal glomerular mesangial matrix morphology,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
abnormal glomerular mesangial matrix morphology symptom,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
feeling of abnormal glomerular mesangial matrix morphology,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
complains of abnormal glomerular mesangial matrix morphology,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
with abnormal glomerular mesangial matrix morphology,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
abnormal glomerular mesangial matrix morphology present,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
ongoing abnormal glomerular mesangial matrix morphology,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
persistent abnormal glomerular mesangial matrix morphology,Abnormal Glomerular Mesangial Matrix Morphology,abnormal_glomerular_mesangial_matrix_morphology,active
i have abnormal glomerular mesangium morphology,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
experiencing abnormal glomerular mesangium morphology,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
suffering from abnormal glomerular mesangium morphology,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
abnormal glomerular mesangium morphology symptom,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
feeling of abnormal glomerular mesangium morphology,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
complains of abnormal glomerular mesangium morphology,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
with abnormal glomerular mesangium morphology,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
abnormal glomerular mesangium morphology present,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
ongoing abnormal glomerular mesangium morphology,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
persistent abnormal glomerular mesangium morphology,Abnormal Glomerular Mesangium Morphology,abnormal_glomerular_mesangium_morphology,active
i have abnormal glomerular parietal epithelial cell morphology,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
experiencing abnormal glomerular parietal epithelial cell morphology,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
suffering from abnormal glomerular parietal epithelial cell morphology,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
abnormal glomerular parietal epithelial cell morphology symptom,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
feeling of abnormal glomerular parietal epithelial cell morphology,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
complains of abnormal glomerular parietal epithelial cell morphology,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
with abnormal glomerular parietal epithelial cell morphology,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
abnormal glomerular parietal epithelial cell morphology present,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
ongoing abnormal glomerular parietal epithelial cell morphology,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
persistent abnormal glomerular parietal epithelial cell morphology,Abnormal Glomerular Parietal Epithelial Cell Morphology,abnormal_glomerular_parietal_epithelial_cell_morphology,active
i have abnormal glomerular visceral epithelial cell morphology,Abnormal Glomerular Visceral Epithelial Cell Morphology,abnormal_glomerular_visceral_epithelial_cell_morphology,active
experiencing abnormal glomerular visceral epithelial cell morphology,Abnormal Glomerular Visceral Epithelial Cell Morphology,abnormal_glomerular_visceral_epithelial_cell_morphology,active
suffering from abnormal glomerular visceral epithelial cell morphology,Abnormal Glomerular Visceral Epithelial Cell Morphology,abnormal_glomerular_visceral_epithelial_cell_morphology,active
abnormal glomerular visceral epithelial cell morphology symptom,Abnormal Glomerular Visceral Epithelial Cell Morphology,abnormal_glomerular_visceral_epithelial_cell_morphology,active
feeling of abnormal glomerular visceral epithelial cell morphology,Abnormal Glomerular Visceral Epithelial Cell Morphology,abnormal_glomerular_visceral_epithelial_cell_morphology,active
complains of abnormal glomerular visceral epithelial cell morphology,Abnormal Glomerular Visceral Epithelial Cell Morphology,abnormal_glomerular_visceral_epithelial_cell_morphology,active
