hiligaynon_term,english_term,medical_category,severity,triage_level,status
may pilas ko sa akon ary ko,penile wound,injury,Moderate,urgent,active
may pilas ko sa akon bilad,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa akon bilad ko,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa akon bilat,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa akon bilat ko,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa akon itlog,testicular wound,injury,Moderate,urgent,active
may pilas ko sa akon itlog ko,testicular wound,injury,Moderate,urgent,active
may pilas ko sa akon itlug,testicular wound,injury,Moderate,urgent,active
may pilas ko sa akon itlug ko,testicular wound,injury,Moderate,urgent,active
may pilas ko sa ari,penile wound,injury,Moderate,urgent,active
may pilas ko sa ari akon,penile wound,injury,Moderate,urgent,active
may pilas ko sa ari ko,penile wound,injury,Moderate,urgent,active
may pilas ko sa ari ko akon,penile wound,injury,Moderate,urgent,active
may pilas ko sa ari ko ko,penile wound,injury,Moderate,urgent,active
may pilas ko sa ary akon,penile wound,injury,Moderate,urgent,active
may pilas ko sa ary ko,penile wound,injury,Moderate,urgent,active
may pilas ko sa ary ko akon,penile wound,injury,Moderate,urgent,active
may pilas ko sa ary ko ko,penile wound,injury,Moderate,urgent,active
may pilas ko sa batiis,leg wound,Wound,Medium,urgent,active
may pilas ko sa bilad akon,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa bilad ko,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa bilad ko akon,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa bilad ko ko,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa bilat akon,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa bilat ko,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa bilat ko akon,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa bilat ko ko,vaginal wound,injury,Moderate,urgent,active
may pilas ko sa buuk,arm wound,Wound,Medium,urgent,active
may pilas ko sa itlog akon,testicular wound,injury,Moderate,urgent,active
may pilas ko sa itlog ko,testicular wound,injury,Moderate,urgent,active
may pilas ko sa itlog ko akon,testicular wound,injury,Moderate,urgent,active
may pilas ko sa itlog ko ko,testicular wound,injury,Moderate,urgent,active
may pilas ko sa itlug akon,testicular wound,injury,Moderate,urgent,active
may pilas ko sa itlug ko,testicular wound,injury,Moderate,urgent,active
may pilas ko sa itlug ko akon,testicular wound,injury,Moderate,urgent,active
may pilas ko sa itlug ko ko,testicular wound,injury,Moderate,urgent,active
may pilas ko sa kamot,hand wound,Wound,Medium,urgent,active
may pilas ko sa kamot 3 ka adlaw,hand wound,Wound,Medium,urgent,active
may pilas ko sa kamot 5 ka adlaw,hand wound,Wound,Medium,urgent,active
may pilas ko sa kamot bag-o lang,hand wound,Wound,Medium,urgent,active
may pilas ko sa kamot dugay na,hand wound,Wound,Medium,urgent,active
may pilas ko sa kamot gahapon,hand wound,Wound,Medium,urgent,active
may pilas ko sa kamot kag nag dugo,bleeding hand wound,Wound,High,emergency,active
may pilas ko sa kamot kag nagdugo,bleeding hand wound,Wound,High,emergency,active
may pilas ko sa kamot kagapon,hand wound,Wound,Medium,urgent,active
may pilas ko sa kamot semana na,hand wound,Wound,Medium,urgent,active
may pilas ko sa kamot subong lang,hand wound,Wound,Medium,urgent,active
may pilas ko sa likod,back wound,Wound,Medium,urgent,active
may pilas ko sa paa,foot wound,Wound,Medium,urgent,active
may pilas ko sa tiil,foot wound,Wound,Medium,urgent,active
may pilas ko sa tiyan,abdominal wound,Wound,Medium,urgent,active
may pilas ko sa tudlo,finger wound,Wound,Medium,urgent,active
may pilas ko sa ulo,head wound,Wound,Medium,urgent,active
may pilas ku sa kamot kag nagdugo,bleeding hand wound,Wound,High,emergency,active
may pilas nasunog sa balat ko,skin burn,Burn,Medium,urgent,active
may pilas nasunog sa batiis ko,leg burn,Burn,Medium,urgent,active
may pilas nasunog sa buuk ko,arm burn,Burn,Medium,urgent,active
may pilas nasunog sa kamot ko,hand burn,Burn,Medium,urgent,active
may pilas nasunog sa lawas ko,body burn,Burn,High,urgent,active
may pilas nasunog sa mata ko,eye burn,Burn,High,emergency,active
may pilas nasunog sa tiil ko,foot burn,Burn,Medium,urgent,active
may pilas nasunog sa tiyan ko,abdominal burn,Burn,Medium,urgent,active
may pilas sa akon akon ari,penile wound,injury,Moderate,urgent,active
may pilas sa akon akon ari ko,penile wound,injury,Moderate,urgent,active
may pilas sa akon akon ary,penile wound,injury,Moderate,urgent,active
may pilas sa akon akon ary ko,penile wound,injury,Moderate,urgent,active
may pilas sa akon akon bilad,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon akon bilad ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon akon bilat,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon akon bilat ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon akon itlog,testicular wound,injury,Moderate,urgent,active
may pilas sa akon akon itlog ko,testicular wound,injury,Moderate,urgent,active
may pilas sa akon akon itlug,testicular wound,injury,Moderate,urgent,active
may pilas sa akon akon itlug ko,testicular wound,injury,Moderate,urgent,active
may pilas sa akon ari,penile wound,injury,Moderate,urgent,active
may pilas sa akon ari akon,penile wound,injury,Moderate,urgent,active
may pilas sa akon ari ko,penile wound,injury,Moderate,urgent,active
may pilas sa akon ari ko akon,penile wound,injury,Moderate,urgent,active
may pilas sa akon ari ko ko,penile wound,injury,Moderate,urgent,active
may pilas sa akon ary,penile wound,injury,Moderate,urgent,active
may pilas sa akon ary akon,penile wound,injury,Moderate,urgent,active
may pilas sa akon ary ko,penile wound,injury,Moderate,urgent,active
may pilas sa akon ary ko akon,penile wound,injury,Moderate,urgent,active
may pilas sa akon ary ko ko,penile wound,injury,Moderate,urgent,active
may pilas sa akon bilad,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon bilad akon,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon bilad ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon bilad ko akon,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon bilad ko ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon bilat,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon bilat akon,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon bilat ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon bilat ko akon,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon bilat ko ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa akon itlog,testicular wound,injury,Moderate,urgent,active
may pilas sa akon itlog akon,testicular wound,injury,Moderate,urgent,active
may pilas sa akon itlog ko,testicular wound,injury,Moderate,urgent,active
may pilas sa akon itlog ko akon,testicular wound,injury,Moderate,urgent,active
may pilas sa akon itlog ko ko,testicular wound,injury,Moderate,urgent,active
may pilas sa akon itlug,testicular wound,injury,Moderate,urgent,active
may pilas sa akon itlug akon,testicular wound,injury,Moderate,urgent,active
may pilas sa akon itlug ko,testicular wound,injury,Moderate,urgent,active
may pilas sa akon itlug ko akon,testicular wound,injury,Moderate,urgent,active
may pilas sa akon itlug ko ko,testicular wound,injury,Moderate,urgent,active
may pilas sa ari akon,penile wound,injury,Moderate,urgent,active
may pilas sa ari ko,penile wound,injury,Moderate,urgent,active
may pilas sa ari ko akon,penile wound,injury,Moderate,urgent,active
may pilas sa ari ko ko,penile wound,injury,Moderate,urgent,active
may pilas sa ary akon,penile wound,injury,Moderate,urgent,active
may pilas sa ary ko,penile wound,injury,Moderate,urgent,active
may pilas sa ary ko akon,penile wound,injury,Moderate,urgent,active
may pilas sa ary ko ko,penile wound,injury,Moderate,urgent,active
may pilas sa batiis ko,leg wound,Wound,Medium,urgent,active
may pilas sa bilad akon,vaginal wound,injury,Moderate,urgent,active
may pilas sa bilad ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa bilad ko akon,vaginal wound,injury,Moderate,urgent,active
may pilas sa bilad ko ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa bilat akon,vaginal wound,injury,Moderate,urgent,active
may pilas sa bilat ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa bilat ko akon,vaginal wound,injury,Moderate,urgent,active
may pilas sa bilat ko ko,vaginal wound,injury,Moderate,urgent,active
may pilas sa buuk ko,arm wound,Wound,Medium,urgent,active
may pilas sa itlog akon,testicular wound,injury,Moderate,urgent,active
may pilas sa itlog ko,testicular wound,injury,Moderate,urgent,active
may pilas sa itlog ko akon,testicular wound,injury,Moderate,urgent,active
may pilas sa itlog ko ko,testicular wound,injury,Moderate,urgent,active
may pilas sa itlug akon,testicular wound,injury,Moderate,urgent,active
may pilas sa itlug ko,testicular wound,injury,Moderate,urgent,active
may pilas sa itlug ko akon,testicular wound,injury,Moderate,urgent,active
may pilas sa itlug ko ko,testicular wound,injury,Moderate,urgent,active
may pilas sa kamot ko,hand wound,Wound,Medium,urgent,active
may pilas sa likod ko,back wound,Wound,Medium,urgent,active
may pilas sa paa ko,foot wound,Wound,Medium,urgent,active
may pilas sa tiil ko,foot wound,Wound,Medium,urgent,active
may pilas sa tiyan ko,abdominal wound,Wound,Medium,urgent,active
may pilas sa tudlo ko,finger wound,Wound,Medium,urgent,active
may pilas sa ulo ko,head wound,Wound,Medium,urgent,active
may pneumonia,pneumonia,Respiratory,Critical,emergency,active
may sip-on,common cold,Respiratory,Mild,non_urgent,active
may tb,tuberculosis,Infectious,High,urgent,active
may tigdas,measles,Infectious,High,urgent,active
may trangkaso,influenza,Infectious,Medium,urgent,active
may ubo,cough,Respiratory,Mild,non_urgent,active
may ulcer,peptic ulcer,Digestive,Medium,urgent,active
may uti,urinary tract infection,Urinary,Medium,urgent,active
measles,measles,Infectious,High,urgent,active
migraine,migraine,Neurological,Medium,urgent,active
migren,migraine,Neurological,Medium,urgent,active
mumps,mumps,Infectious,Medium,urgent,active
nabali acun batiis,leg fracture,Fracture,High,emergency,active
nabali acun buuk,arm fracture,Fracture,High,emergency,active
nabali acun kamot,hand fracture,Fracture,High,emergency,active
nabali acun tiil,foot fracture,Fracture,High,emergency,active
nabali acun tudlo,finger fracture,Fracture,High,emergency,active
nabali acun tuhod,knee fracture,Fracture,High,emergency,active
nabali acun ulo,skull fracture,Fracture,High,emergency,active
nabali akon batiis,leg fracture,Fracture,High,emergency,active
nabali akon buuk,arm fracture,Fracture,High,emergency,active
nabali akon kamot,hand fracture,Fracture,High,emergency,active
nabali akon tiil,foot fracture,Fracture,High,emergency,active
nabali akon tudlo,finger fracture,Fracture,High,emergency,active
nabali akon tuhod,knee fracture,Fracture,High,emergency,active
nabali akon ulo,skull fracture,Fracture,High,emergency,active
nabali batiis ko,leg fracture,Fracture,High,emergency,active
nabali batiis ku,leg fracture,Fracture,High,emergency,active
nabali buuk ko,arm fracture,Fracture,High,emergency,active
nabali buuk ku,arm fracture,Fracture,High,emergency,active
nabali gid batiis ko,leg fracture,Fracture,High,emergency,active
nabali gid batiis ku,leg fracture,Fracture,High,emergency,active
nabali gid buuk ko,arm fracture,Fracture,High,emergency,active
nabali gid buuk ku,arm fracture,Fracture,High,emergency,active
nabali gid kamot ko,hand fracture,Fracture,High,emergency,active
nabali gid kamot ku,hand fracture,Fracture,High,emergency,active
nabali gid tiil ko,foot fracture,Fracture,High,emergency,active
nabali gid tiil ku,foot fracture,Fracture,High,emergency,active
nabali gid tudlo ko,finger fracture,Fracture,High,emergency,active
nabali gid tudlo ku,finger fracture,Fracture,High,emergency,active
nabali gid tuhod ko,knee fracture,Fracture,High,emergency,active
nabali gid tuhod ku,knee fracture,Fracture,High,emergency,active
nabali gid ulo ko,skull fracture,Fracture,High,emergency,active
nabali gid ulo ku,skull fracture,Fracture,High,emergency,active
nabali kamot ko,hand fracture,Fracture,High,emergency,active
nabali kamot ko sang natumba,hand fracture,Fracture,High,emergency,active
nabali kamot ku,hand fracture,Fracture,High,emergency,active
nabali kamot ku sang natumba,hand fracture,Fracture,High,emergency,active
nabali na akon batiis,leg fracture,Fracture,High,emergency,active
nabali na akon buuk,arm fracture,Fracture,High,emergency,active
nabali na akon kamot,hand fracture,Fracture,High,emergency,active
nabali na akon tiil,foot fracture,Fracture,High,emergency,active
nabali na akon tudlo,finger fracture,Fracture,High,emergency,active
nabali na akon tuhod,knee fracture,Fracture,High,emergency,active
nabali na akon ulo,skull fracture,Fracture,High,emergency,active
nabali na batiis ko,leg fracture,Fracture,High,emergency,active
nabali na buuk ko,arm fracture,Fracture,High,emergency,active
nabali na gid batiis ko,leg fracture,Fracture,High,emergency,active
nabali na gid buuk ko,arm fracture,Fracture,High,emergency,active
nabali na gid kamot ko,hand fracture,Fracture,High,emergency,active
