id,hiligaynon_complaint,normalized_symptom,english_translation,medical_term,body_part,pain_category,severity_level,alternative_spellings
1530,hapdi hawak ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1531,hapdi hawak ko subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1532,hapdi hawak man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1533,hapdi hawak no,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1534,hapdi hawak skit,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1535,kirot hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1536,kirot hawak bah,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1537,kirot hawak gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1538,kirot hawak gid ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1539,kirot hawak ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1540,kirot hawak man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1541,kirot hawak no,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1542,kirot hawak skit,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1543,kirt hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1544,masaket hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1545,masakit grabe akon hawak gid ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1546,masakit hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1547,masakit hawak bah,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1548,masakit hawak gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1549,masakit hawak gid ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1550,masakit hawak ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1551,masakit hawak man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1552,masakit hawak no,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1553,masakit sing malala akon hawak na gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1554,masakit sobra akon hawak man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1555,masakti hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1556,maskit hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1557,may ara ko nga ako masakit hawak kagapon subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1558,may ara ko nga feel ko nga kirot hawak ko ako,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1559,may ara ko nga grabe gid ginasakit hawak man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1560,may ara ko nga grabe gid hapdi hawak subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1561,may ara ko nga hapdi hawak ko ako,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1562,may ara ko nga kirot hawak ko daw malala,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1563,may ara ko nga kirot hawak ko sobra subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1564,may ara ko nga may ara ko kirot hawak karon ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1565,may ara ko nga nagasakit hawak ko gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1566,may ara ko nga nagasakit hawak ko na gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1567,may ara ko nga pirmi ko ginasakit hawak gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1568,may ara ko nga pirmi ko hapdi hawak na gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1569,may ara ko nga sakit hawak gid ko subong subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1570,may ara ko nga sakit hawak ko pirmi man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1571,may ara ko nga sakit hawak ko subong na gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1572,may hip pain ko ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1573,pareho ako ginasakit hawak halin sang aga ako,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1574,pareho daw hapdi hawak gid ko subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1575,pareho daw masakit hawak gid ko man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1576,pareho daw sakit hawak gid ko ako,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1577,pareho feel ko nga ginasakit hawak ko na gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1578,pareho feel ko nga kirot hawak ko gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1579,pareho hapdi hawak gid ko subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1580,pareho hapdi hawak ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1581,pareho hapdi hawak ko gid ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1582,pareho hapdi hawak ko man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1583,pareho hip pain gid ko na gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1584,pareho hip pain gid ko subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1585,pareho kirot hawak ko gid man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1586,pareho masakit gid akon hawak ako,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1587,pareho masakit hawak gid ko subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1588,pareho may hip pain ko gid ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1589,pareho nagasakit hawak ko ako,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1590,pareho sakit hawak gid ko subong,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1591,pareho sakit hawak ko halin sang aga gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1592,pirmi ko sakit hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1593,saket hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1594,sakit hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1595,sakit hawak bah,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1596,sakit hawak gid,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1597,sakit hawak gid ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1598,Sakit hawak ko,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1599,sakit hawak man,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1600,sakit hawak no,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1601,skit hawak,hip pain,hip pain,hip pain,hip,musculoskeletal pain,medium,ginasakit hawak;masakit hawak;sakit hawak;hapdi hawak;kirot hawak
1602,ako arthritis pain kagapon man,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1603,ako masakit lutahan kagapon,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1604,ako sakit lutahan halin sang aga subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1605,ako sakit lutahan sige ako,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1606,arthritis pain,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1607,arthritis pain bah,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1608,arthritis pain gid,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1609,arthritis pain gid ko,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1610,arthritis pain ko,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1611,arthritis pain man,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1612,arthritis pain no,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1613,arthritis pain skit,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1614,basin ako rayuma kagapon gid,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1615,basin arthritis pain gid ko subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1616,basin daw arthritis pain gid ko man,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1617,basin feel ko nga arthritis pain ko subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1618,basin grabe gid ginasakit lutahan ko,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1619,basin grabe gid hapdi lutahan man,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1620,basin hapdi lutahan ko ako,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1621,basin hapdi lutahan ko ko,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1622,basin hapdi lutahan ko subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1623,basin joint pain gid ko ko,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1624,basin masakit lutahan gid ko subong na gid,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1625,basin may ara ko arthritis pain karon ako,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1626,basin may ara ko ginasakit lutahan subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1627,basin may ara ko hapdi lutahan sige subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1628,basin may ara ko kirot lutahan sige man,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1629,basin may joint pain ko gid ko,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1630,basin may joint pain ko subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1631,basin nagasakit lutahan ko gid ko,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1632,basin nagasakit lutahan ko na gid,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1633,basin sakit lutahan ko halin sang aga na gid,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1634,daw ako rayuma subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1635,daw feel ko nga hapdi lutahan ko man,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1636,daw feel ko nga hapdi lutahan ko subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1637,daw feel ko nga kirot lutahan ko subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1638,daw feel ko nga masakit lutahan ko na gid,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1639,daw feel ko nga rayuma ko subong,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1640,daw ginasakit lutahan ko,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1641,daw grabe gid hapdi lutahan man,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1642,daw kirot lutahan gid ko man,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1643,daw kirot lutahan ko daw malala gid ko,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1644,daw kirot lutahan ko grabe gid,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1645,daw kirot lutahan ko malala gid na gid,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1646,daw masakit malala gid akon lutahan,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
1647,daw may ara ko sakit lutahan pirmi na gid,joint pain,joint pain,arthralgia,joint,articular pain,medium,ginasakit lutahan;masakit lutahan;arthritis pain;sakit lutahan;kirot lutahan;hapdi lutahan;rayuma
