hiligaynon_term,english_term,medical_category,severity,triage_level,status,body_part,symptom
budlay magginhawa gid akon tungod,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
budlay magginhawa gid ko akon tungod,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
budlay magginhawa gid akon ko tungod,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
gid budlay magginhawa tungod ko,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
grabe budlay magginhawa tungod ko,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
grabe gid budlay magginhawa tungod ko,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
gid budlay magginhawa tungod akon,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
grabe budlay magginhawa tungod akon,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
grabe gid budlay magginhawa tungod akon,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
gid budlay magginhawa tungod ko akon,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
grabe budlay magginhawa tungod ko akon,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
grabe gid budlay magginhawa tungod ko akon,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
gid budlay magginhawa tungod akon ko,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
grabe budlay magginhawa tungod akon ko,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
grabe gid budlay magginhawa tungod akon ko,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
tungod budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,throat,difficulty breathing
budlay magginhawa singit ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa singit akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa singit ko akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa singit akon ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa ko singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa akon singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa ko akon singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa akon ko singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa gid singit ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe singit ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe gid singit ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa gid singit akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe singit akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe gid singit akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa gid singit ko akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe singit ko akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe gid singit ko akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa gid singit akon ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe singit akon ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe gid singit akon ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa gid singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa grabe gid singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
may budlay magginhawa sa singit ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
may budlay magginhawa sa singit akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
may budlay magginhawa sa singit ko akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
may budlay magginhawa sa singit akon ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
may budlay magginhawa singit ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
may budlay magginhawa singit akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
may budlay magginhawa singit ko akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
may budlay magginhawa singit akon ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
singit ko budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
singit akon budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
singit ko akon budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
singit akon ko budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
ko singit budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
akon singit budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
ko akon singit budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
akon ko singit budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa gid ko singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa gid akon singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa gid ko akon singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa gid akon ko singit,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
gid budlay magginhawa singit ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
grabe budlay magginhawa singit ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
grabe gid budlay magginhawa singit ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
gid budlay magginhawa singit akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
grabe budlay magginhawa singit akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
grabe gid budlay magginhawa singit akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
gid budlay magginhawa singit ko akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
grabe budlay magginhawa singit ko akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
grabe gid budlay magginhawa singit ko akon,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
gid budlay magginhawa singit akon ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
grabe budlay magginhawa singit akon ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
grabe gid budlay magginhawa singit akon ko,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
singit budlay magginhawa,difficulty breathing,respiratory,Critical,emergency,active,groin,difficulty breathing
budlay magginhawa ilong ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa ilong akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa ilong ko akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa ilong akon ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa ko ilong,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa akon ilong,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa ko akon ilong,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa akon ko ilong,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa gid ilong ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe ilong ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe gid ilong ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa gid ilong akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe ilong akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe gid ilong akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa gid ilong ko akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe ilong ko akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe gid ilong ko akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa gid ilong akon ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe ilong akon ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe gid ilong akon ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa ilong,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa gid ilong,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe ilong,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
budlay magginhawa grabe gid ilong,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
may budlay magginhawa sa ilong ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
may budlay magginhawa sa ilong akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
may budlay magginhawa sa ilong ko akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
may budlay magginhawa sa ilong akon ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
may budlay magginhawa ilong ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
may budlay magginhawa ilong akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
may budlay magginhawa ilong ko akon,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
may budlay magginhawa ilong akon ko,difficulty breathing,respiratory,Critical,emergency,active,nose,difficulty breathing
