text,english_meaning,body_location_en,body_location_hiligaynon,symptom_en,symptom_hiligaynon
imo wala nga pabalik-balik nga gusok bukol,your left intermittent rib lump,rib,gusok,lump,bukol
ang imo wala nga pabalik-balik nga gusok may bukol,your left intermittent rib lump,rib,gusok,lump,bukol
imo pareho nga gusok bukol,your both rib lump,rib,gusok,lump,bukol
ang imo pareho nga gusok may bukol,your both rib lump,rib,gusok,lump,bukol
imo pareho nga gamay nga gusok bukol,your both mild rib lump,rib,gusok,lump,bukol
ang imo pareho nga gamay nga gusok may bukol,your both mild rib lump,rib,gusok,lump,bukol
imo pareho nga grabe nga gusok bukol,your both severe rib lump,rib,gusok,lump,bukol
ang imo pareho nga grabe nga gusok may bukol,your both severe rib lump,rib,gusok,lump,bukol
imo pareho nga gulpi nga gusok bukol,your both sudden rib lump,rib,gusok,lump,bukol
ang imo pareho nga gulpi nga gusok may bukol,your both sudden rib lump,rib,gusok,lump,bukol
imo pareho nga padayon nga gusok bukol,your both persistent rib lump,rib,gusok,lump,bukol
ang imo pareho nga padayon nga gusok may bukol,your both persistent rib lump,rib,gusok,lump,bukol
imo pareho nga pabalik-balik nga gusok bukol,your both intermittent rib lump,rib,gusok,lump,bukol
ang imo pareho nga pabalik-balik nga gusok may bukol,your both intermittent rib lump,rib,gusok,lump,bukol
iya gusok bukol,his/her rib lump,rib,gusok,lump,bukol
ang iya gusok may bukol,his/her rib lump,rib,gusok,lump,bukol
iya gusok may bukol,his/her rib lump,rib,gusok,lump,bukol
iya gamay nga gusok bukol,his/her mild rib lump,rib,gusok,lump,bukol
ang iya gamay nga gusok may bukol,his/her mild rib lump,rib,gusok,lump,bukol
iya grabe nga gusok bukol,his/her severe rib lump,rib,gusok,lump,bukol
ang iya grabe nga gusok may bukol,his/her severe rib lump,rib,gusok,lump,bukol
iya gulpi nga gusok bukol,his/her sudden rib lump,rib,gusok,lump,bukol
ang iya gulpi nga gusok may bukol,his/her sudden rib lump,rib,gusok,lump,bukol
iya padayon nga gusok bukol,his/her persistent rib lump,rib,gusok,lump,bukol
ang iya padayon nga gusok may bukol,his/her persistent rib lump,rib,gusok,lump,bukol
iya pabalik-balik nga gusok bukol,his/her intermittent rib lump,rib,gusok,lump,bukol
ang iya pabalik-balik nga gusok may bukol,his/her intermittent rib lump,rib,gusok,lump,bukol
iya tuo nga gusok bukol,his/her right rib lump,rib,gusok,lump,bukol
ang iya tuo nga gusok may bukol,his/her right rib lump,rib,gusok,lump,bukol
iya tuo nga gamay nga gusok bukol,his/her right mild rib lump,rib,gusok,lump,bukol
ang iya tuo nga gamay nga gusok may bukol,his/her right mild rib lump,rib,gusok,lump,bukol
iya tuo nga grabe nga gusok bukol,his/her right severe rib lump,rib,gusok,lump,bukol
ang iya tuo nga grabe nga gusok may bukol,his/her right severe rib lump,rib,gusok,lump,bukol
iya tuo nga gulpi nga gusok bukol,his/her right sudden rib lump,rib,gusok,lump,bukol
ang iya tuo nga gulpi nga gusok may bukol,his/her right sudden rib lump,rib,gusok,lump,bukol
iya tuo nga padayon nga gusok bukol,his/her right persistent rib lump,rib,gusok,lump,bukol
ang iya tuo nga padayon nga gusok may bukol,his/her right persistent rib lump,rib,gusok,lump,bukol
iya tuo nga pabalik-balik nga gusok bukol,his/her right intermittent rib lump,rib,gusok,lump,bukol
ang iya tuo nga pabalik-balik nga gusok may bukol,his/her right intermittent rib lump,rib,gusok,lump,bukol
iya wala nga gusok bukol,his/her left rib lump,rib,gusok,lump,bukol
ang iya wala nga gusok may bukol,his/her left rib lump,rib,gusok,lump,bukol
iya wala nga gamay nga gusok bukol,his/her left mild rib lump,rib,gusok,lump,bukol
ang iya wala nga gamay nga gusok may bukol,his/her left mild rib lump,rib,gusok,lump,bukol
iya wala nga grabe nga gusok bukol,his/her left severe rib lump,rib,gusok,lump,bukol
ang iya wala nga grabe nga gusok may bukol,his/her left severe rib lump,rib,gusok,lump,bukol
iya wala nga gulpi nga gusok bukol,his/her left sudden rib lump,rib,gusok,lump,bukol
ang iya wala nga gulpi nga gusok may bukol,his/her left sudden rib lump,rib,gusok,lump,bukol
iya wala nga padayon nga gusok bukol,his/her left persistent rib lump,rib,gusok,lump,bukol
ang iya wala nga padayon nga gusok may bukol,his/her left persistent rib lump,rib,gusok,lump,bukol
iya wala nga pabalik-balik nga gusok bukol,his/her left intermittent rib lump,rib,gusok,lump,bukol
ang iya wala nga pabalik-balik nga gusok may bukol,his/her left intermittent rib lump,rib,gusok,lump,bukol
iya pareho nga gusok bukol,his/her both rib lump,rib,gusok,lump,bukol
ang iya pareho nga gusok may bukol,his/her both rib lump,rib,gusok,lump,bukol
iya pareho nga gamay nga gusok bukol,his/her both mild rib lump,rib,gusok,lump,bukol
ang iya pareho nga gamay nga gusok may bukol,his/her both mild rib lump,rib,gusok,lump,bukol
iya pareho nga grabe nga gusok bukol,his/her both severe rib lump,rib,gusok,lump,bukol
ang iya pareho nga grabe nga gusok may bukol,his/her both severe rib lump,rib,gusok,lump,bukol
iya pareho nga gulpi nga gusok bukol,his/her both sudden rib lump,rib,gusok,lump,bukol
ang iya pareho nga gulpi nga gusok may bukol,his/her both sudden rib lump,rib,gusok,lump,bukol
iya pareho nga padayon nga gusok bukol,his/her both persistent rib lump,rib,gusok,lump,bukol
ang iya pareho nga padayon nga gusok may bukol,his/her both persistent rib lump,rib,gusok,lump,bukol
iya pareho nga pabalik-balik nga gusok bukol,his/her both intermittent rib lump,rib,gusok,lump,bukol
ang iya pareho nga pabalik-balik nga gusok may bukol,his/her both intermittent rib lump,rib,gusok,lump,bukol
akon tagipusuon sakit,my heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon tagipusuon,my heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa tagipusuon,my heart pain,heart,tagipusuon,pain,sakit
ang akon tagipusuon may sakit,my heart pain,heart,tagipusuon,pain,sakit
akon tagipusuon may sakit,my heart pain,heart,tagipusuon,pain,sakit
ginasakit ang akon tagipusuon,my heart pain,heart,tagipusuon,pain,sakit
nagahubag ang akon tagipusuon,my heart pain,heart,tagipusuon,pain,sakit
nagatol ang akon tagipusuon,my heart pain,heart,tagipusuon,pain,sakit
akon gamay nga tagipusuon sakit,my mild heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon gamay nga tagipusuon,my mild heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa gamay nga tagipusuon,my mild heart pain,heart,tagipusuon,pain,sakit
ang akon gamay nga tagipusuon may sakit,my mild heart pain,heart,tagipusuon,pain,sakit
akon grabe nga tagipusuon sakit,my severe heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon grabe nga tagipusuon,my severe heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa grabe nga tagipusuon,my severe heart pain,heart,tagipusuon,pain,sakit
ang akon grabe nga tagipusuon may sakit,my severe heart pain,heart,tagipusuon,pain,sakit
akon gulpi nga tagipusuon sakit,my sudden heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon gulpi nga tagipusuon,my sudden heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa gulpi nga tagipusuon,my sudden heart pain,heart,tagipusuon,pain,sakit
ang akon gulpi nga tagipusuon may sakit,my sudden heart pain,heart,tagipusuon,pain,sakit
akon padayon nga tagipusuon sakit,my persistent heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon padayon nga tagipusuon,my persistent heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa padayon nga tagipusuon,my persistent heart pain,heart,tagipusuon,pain,sakit
ang akon padayon nga tagipusuon may sakit,my persistent heart pain,heart,tagipusuon,pain,sakit
akon pabalik-balik nga tagipusuon sakit,my intermittent heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon pabalik-balik nga tagipusuon,my intermittent heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa pabalik-balik nga tagipusuon,my intermittent heart pain,heart,tagipusuon,pain,sakit
ang akon pabalik-balik nga tagipusuon may sakit,my intermittent heart pain,heart,tagipusuon,pain,sakit
akon tuo nga tagipusuon sakit,my right heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon tuo nga tagipusuon,my right heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa tuo nga tagipusuon,my right heart pain,heart,tagipusuon,pain,sakit
ang akon tuo nga tagipusuon may sakit,my right heart pain,heart,tagipusuon,pain,sakit
akon tuo nga gamay nga tagipusuon sakit,my right mild heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon tuo nga gamay nga tagipusuon,my right mild heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa tuo nga gamay nga tagipusuon,my right mild heart pain,heart,tagipusuon,pain,sakit
ang akon tuo nga gamay nga tagipusuon may sakit,my right mild heart pain,heart,tagipusuon,pain,sakit
akon tuo nga grabe nga tagipusuon sakit,my right severe heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon tuo nga grabe nga tagipusuon,my right severe heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa tuo nga grabe nga tagipusuon,my right severe heart pain,heart,tagipusuon,pain,sakit
ang akon tuo nga grabe nga tagipusuon may sakit,my right severe heart pain,heart,tagipusuon,pain,sakit
akon tuo nga gulpi nga tagipusuon sakit,my right sudden heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon tuo nga gulpi nga tagipusuon,my right sudden heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa tuo nga gulpi nga tagipusuon,my right sudden heart pain,heart,tagipusuon,pain,sakit
ang akon tuo nga gulpi nga tagipusuon may sakit,my right sudden heart pain,heart,tagipusuon,pain,sakit
akon tuo nga padayon nga tagipusuon sakit,my right persistent heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon tuo nga padayon nga tagipusuon,my right persistent heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa tuo nga padayon nga tagipusuon,my right persistent heart pain,heart,tagipusuon,pain,sakit
ang akon tuo nga padayon nga tagipusuon may sakit,my right persistent heart pain,heart,tagipusuon,pain,sakit
akon tuo nga pabalik-balik nga tagipusuon sakit,my right intermittent heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon tuo nga pabalik-balik nga tagipusuon,my right intermittent heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa tuo nga pabalik-balik nga tagipusuon,my right intermittent heart pain,heart,tagipusuon,pain,sakit
ang akon tuo nga pabalik-balik nga tagipusuon may sakit,my right intermittent heart pain,heart,tagipusuon,pain,sakit
akon wala nga tagipusuon sakit,my left heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon wala nga tagipusuon,my left heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa wala nga tagipusuon,my left heart pain,heart,tagipusuon,pain,sakit
ang akon wala nga tagipusuon may sakit,my left heart pain,heart,tagipusuon,pain,sakit
akon wala nga gamay nga tagipusuon sakit,my left mild heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon wala nga gamay nga tagipusuon,my left mild heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa wala nga gamay nga tagipusuon,my left mild heart pain,heart,tagipusuon,pain,sakit
ang akon wala nga gamay nga tagipusuon may sakit,my left mild heart pain,heart,tagipusuon,pain,sakit
akon wala nga grabe nga tagipusuon sakit,my left severe heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon wala nga grabe nga tagipusuon,my left severe heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa wala nga grabe nga tagipusuon,my left severe heart pain,heart,tagipusuon,pain,sakit
ang akon wala nga grabe nga tagipusuon may sakit,my left severe heart pain,heart,tagipusuon,pain,sakit
akon wala nga gulpi nga tagipusuon sakit,my left sudden heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon wala nga gulpi nga tagipusuon,my left sudden heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa wala nga gulpi nga tagipusuon,my left sudden heart pain,heart,tagipusuon,pain,sakit
ang akon wala nga gulpi nga tagipusuon may sakit,my left sudden heart pain,heart,tagipusuon,pain,sakit
akon wala nga padayon nga tagipusuon sakit,my left persistent heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon wala nga padayon nga tagipusuon,my left persistent heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa wala nga padayon nga tagipusuon,my left persistent heart pain,heart,tagipusuon,pain,sakit
ang akon wala nga padayon nga tagipusuon may sakit,my left persistent heart pain,heart,tagipusuon,pain,sakit
akon wala nga pabalik-balik nga tagipusuon sakit,my left intermittent heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon wala nga pabalik-balik nga tagipusuon,my left intermittent heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa wala nga pabalik-balik nga tagipusuon,my left intermittent heart pain,heart,tagipusuon,pain,sakit
ang akon wala nga pabalik-balik nga tagipusuon may sakit,my left intermittent heart pain,heart,tagipusuon,pain,sakit
akon pareho nga tagipusuon sakit,my both heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon pareho nga tagipusuon,my both heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa pareho nga tagipusuon,my both heart pain,heart,tagipusuon,pain,sakit
ang akon pareho nga tagipusuon may sakit,my both heart pain,heart,tagipusuon,pain,sakit
akon pareho nga gamay nga tagipusuon sakit,my both mild heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon pareho nga gamay nga tagipusuon,my both mild heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa pareho nga gamay nga tagipusuon,my both mild heart pain,heart,tagipusuon,pain,sakit
ang akon pareho nga gamay nga tagipusuon may sakit,my both mild heart pain,heart,tagipusuon,pain,sakit
akon pareho nga grabe nga tagipusuon sakit,my both severe heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon pareho nga grabe nga tagipusuon,my both severe heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa pareho nga grabe nga tagipusuon,my both severe heart pain,heart,tagipusuon,pain,sakit
ang akon pareho nga grabe nga tagipusuon may sakit,my both severe heart pain,heart,tagipusuon,pain,sakit
akon pareho nga gulpi nga tagipusuon sakit,my both sudden heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon pareho nga gulpi nga tagipusuon,my both sudden heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa pareho nga gulpi nga tagipusuon,my both sudden heart pain,heart,tagipusuon,pain,sakit
ang akon pareho nga gulpi nga tagipusuon may sakit,my both sudden heart pain,heart,tagipusuon,pain,sakit
akon pareho nga padayon nga tagipusuon sakit,my both persistent heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon pareho nga padayon nga tagipusuon,my both persistent heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa pareho nga padayon nga tagipusuon,my both persistent heart pain,heart,tagipusuon,pain,sakit
ang akon pareho nga padayon nga tagipusuon may sakit,my both persistent heart pain,heart,tagipusuon,pain,sakit
akon pareho nga pabalik-balik nga tagipusuon sakit,my both intermittent heart pain,heart,tagipusuon,pain,sakit
gasakit ang akon pareho nga pabalik-balik nga tagipusuon,my both intermittent heart pain,heart,tagipusuon,pain,sakit
may sakit ako sa pareho nga pabalik-balik nga tagipusuon,my both intermittent heart pain,heart,tagipusuon,pain,sakit
ang akon pareho nga pabalik-balik nga tagipusuon may sakit,my both intermittent heart pain,heart,tagipusuon,pain,sakit
imo tagipusuon sakit,your heart pain,heart,tagipusuon,pain,sakit
gasakit ang imo tagipusuon,your heart pain,heart,tagipusuon,pain,sakit
ang imo tagipusuon may sakit,your heart pain,heart,tagipusuon,pain,sakit
imo tagipusuon may sakit,your heart pain,heart,tagipusuon,pain,sakit
ginasakit ang imo tagipusuon,your heart pain,heart,tagipusuon,pain,sakit
nagahubag ang imo tagipusuon,your heart pain,heart,tagipusuon,pain,sakit
nagatol ang imo tagipusuon,your heart pain,heart,tagipusuon,pain,sakit
imo gamay nga tagipusuon sakit,your mild heart pain,heart,tagipusuon,pain,sakit
gasakit ang imo gamay nga tagipusuon,your mild heart pain,heart,tagipusuon,pain,sakit
ang imo gamay nga tagipusuon may sakit,your mild heart pain,heart,tagipusuon,pain,sakit
imo grabe nga tagipusuon sakit,your severe heart pain,heart,tagipusuon,pain,sakit
gasakit ang imo grabe nga tagipusuon,your severe heart pain,heart,tagipusuon,pain,sakit
ang imo grabe nga tagipusuon may sakit,your severe heart pain,heart,tagipusuon,pain,sakit
imo gulpi nga tagipusuon sakit,your sudden heart pain,heart,tagipusuon,pain,sakit
gasakit ang imo gulpi nga tagipusuon,your sudden heart pain,heart,tagipusuon,pain,sakit
ang imo gulpi nga tagipusuon may sakit,your sudden heart pain,heart,tagipusuon,pain,sakit
imo padayon nga tagipusuon sakit,your persistent heart pain,heart,tagipusuon,pain,sakit
gasakit ang imo padayon nga tagipusuon,your persistent heart pain,heart,tagipusuon,pain,sakit
ang imo padayon nga tagipusuon may sakit,your persistent heart pain,heart,tagipusuon,pain,sakit
imo pabalik-balik nga tagipusuon sakit,your intermittent heart pain,heart,tagipusuon,pain,sakit
gasakit ang imo pabalik-balik nga tagipusuon,your intermittent heart pain,heart,tagipusuon,pain,sakit
ang imo pabalik-balik nga tagipusuon may sakit,your intermittent heart pain,heart,tagipusuon,pain,sakit
imo tuo nga tagipusuon sakit,your right heart pain,heart,tagipusuon,pain,sakit
gasakit ang imo tuo nga tagipusuon,your right heart pain,heart,tagipusuon,pain,sakit
ang imo tuo nga tagipusuon may sakit,your right heart pain,heart,tagipusuon,pain,sakit
imo tuo nga gamay nga tagipusuon sakit,your right mild heart pain,heart,tagipusuon,pain,sakit
gasakit ang imo tuo nga gamay nga tagipusuon,your right mild heart pain,heart,tagipusuon,pain,sakit
