phrase,english,concept,language,status
abnormal interest in others,Abnormal Interest in Others,abnormal_interest_in_others,english,active
abnormal interlobular arterial lumen morphology,Abnormal Interlobular Arterial Lumen Morphology,abnormal_interlobular_arterial_lumen_morphology,english,active
abnormal interlobular artery morphology,Abnormal Interlobular Artery Morphology,abnormal_interlobular_artery_morphology,english,active
abnormal interlobular vein intima/media morphology,Abnormal Interlobular Vein Intima/media Morphology,abnormal_interlobular_vein_intima/media_morphology,english,active
abnormal interlobular vein lumen morphology,Abnormal Interlobular Vein Lumen Morphology,abnormal_interlobular_vein_lumen_morphology,english,active
abnormal interlobular vein morphology,Abnormal Interlobular Vein Morphology,abnormal_interlobular_vein_morphology,english,active
abnormal intermamillary distance,Abnormal Intermamillary Distance,abnormal_intermamillary_distance,english,active
abnormal internal carotid artery morphology,Abnormal Internal Carotid Artery Morphology,abnormal_internal_carotid_artery_morphology,english,active
abnormal internal genitalia,Abnormal Internal Genitalia,abnormal_internal_genitalia,english,active
abnormal interpretation of external stimuli,Abnormal Interpretation of External Stimuli,abnormal_interpretation_of_external_stimuli,english,active
abnormal interventricular septum morphology,Abnormal Interventricular Septum Morphology,abnormal_interventricular_septum_morphology,english,active
abnormal intervertebral disk morphology,Abnormal Intervertebral Disk Morphology,abnormal_intervertebral_disk_morphology,english,active
abnormal intestinal smooth muscle morphology,Abnormal Intestinal Smooth Muscle Morphology,abnormal_intestinal_smooth_muscle_morphology,english,active
abnormal intestine morphology,Abnormal Intestine Morphology,abnormal_intestine_morphology,english,active
abnormal intonation,Abnormal Intonation,abnormal_intonation,english,active
abnormal intrahepatic bile duct morphology,Abnormal Intrahepatic Bile Duct Morphology,abnormal_intrahepatic_bile_duct_morphology,english,active
abnormal intramembranous bone ossification,Abnormal Intramembranous Bone Ossification,abnormal_intramembranous_bone_ossification,english,active
abnormal intramembranous ossification,Abnormal Intramembranous Ossification,abnormal_intramembranous_ossification,english,active
abnormal intraocular pressure,Abnormal Intraocular Pressure,abnormal_intraocular_pressure,english,active
abnormal intrarenal artery morphology,Abnormal Intrarenal Artery Morphology,abnormal_intrarenal_artery_morphology,english,active
abnormal intrarenal vein morphology,Abnormal Intrarenal Vein Morphology,abnormal_intrarenal_vein_morphology,english,active
abnormal intrauterine movements,Abnormal Intrauterine Movements,abnormal_intrauterine_movements,english,active
abnormal involuntary eye movements,Abnormal Involuntary Eye Movements,abnormal_involuntary_eye_movements,english,active
abnormal iris pigmentation,Abnormal Iris Pigmentation,abnormal_iris_pigmentation,english,active
abnormal iris vasculature,Abnormal Iris Vasculature,abnormal_iris_vasculature,english,active
abnormal iron deposition in mitochondria,Abnormal Iron Deposition in Mitochondria,abnormal_iron_deposition_in_mitochondria,english,active
abnormal ischium morphology,Abnormal Ischium Morphology,abnormal_ischium_morphology,english,active
abnormal ischium ossification,Abnormal Ischium Ossification,abnormal_ischium_ossification,english,active
abnormal ishihara plate test,Abnormal Ishihara Plate Test,abnormal_ishihara_plate_test,english,active
abnormal isoelectric focusing of serum transferrin,Abnormal Isoelectric Focusing of Serum Transferrin,abnormal_isoelectric_focusing_of_serum_transferrin,english,active
"abnormal isoelectric focusing of serum transferrin, type i pattern","Abnormal Isoelectric Focusing of Serum Transferrin, Type I Pattern","abnormal_isoelectric_focusing_of_serum_transferrin,_type_i_p",english,active
"abnormal isoelectric focusing of serum transferrin, type ii pattern","Abnormal Isoelectric Focusing of Serum Transferrin, Type II Pattern","abnormal_isoelectric_focusing_of_serum_transferrin,_type_ii_",english,active
abnormal isoelectric focusing of transferrin,Abnormal Isoelectric Focusing of Transferrin,abnormal_isoelectric_focusing_of_transferrin,english,active
abnormal isohemagglutinin level,Abnormal Isohemagglutinin Level,abnormal_isohemagglutinin_level,english,active
abnormal isoleucine levels in cerebrospinal fluid,Abnormal Isoleucine Levels in Cerebrospinal Fluid,abnormal_isoleucine_levels_in_cerebrospinal_fluid,english,active
abnormal jaw morphology,Abnormal Jaw Morphology,abnormal_jaw_morphology,english,active
abnormal jejunum morphology,Abnormal Jejunum Morphology,abnormal_jejunum_morphology,english,active
abnormal joint cavity morphology,Abnormal Joint Cavity Morphology,abnormal_joint_cavity_morphology,english,active
abnormal joint morphology,Abnormal Joint Morphology,abnormal_joint_morphology,english,active
abnormal joint physiology,Abnormal Joint Physiology,abnormal_joint_physiology,english,active
abnormal judgment,Abnormal Judgment,abnormal_judgment,english,active
abnormal jugular vein morphology,Abnormal Jugular Vein Morphology,abnormal_jugular_vein_morphology,english,active
abnormal jugular venous pressure,Abnormal Jugular Venous Pressure,abnormal_jugular_venous_pressure,english,active
abnormal kco,Abnormal KCO,abnormal_kco,english,active
abnormal keratinocyte morphology,Abnormal Keratinocyte Morphology,abnormal_keratinocyte_morphology,english,active
abnormal kidney,Abnormal Kidney,abnormal_kidney,english,active
abnormal kidney arterial blood vessel morphology,Abnormal Kidney Arterial Blood Vessel Morphology,abnormal_kidney_arterial_blood_vessel_morphology,english,active
abnormal kidney artery,Abnormal Kidney Artery,abnormal_kidney_artery,english,active
abnormal kidney function,Abnormal Kidney Function,abnormal_kidney_function,english,active
abnormal kidney location,Abnormal Kidney Location,abnormal_kidney_location,english,active
abnormal kidney morphology,Abnormal Kidney Morphology,abnormal_kidney_morphology,english,active
abnormal kinetic perimetry test,Abnormal Kinetic Perimetry Test,abnormal_kinetic_perimetry_test,english,active
abnormal kinin-kallikrein system component activity,Abnormal Kinin-kallikrein System Component Activity,abnormal_kinin-kallikrein_system_component_activity,english,active
abnormal knee morphology,Abnormal Knee Morphology,abnormal_knee_morphology,english,active
abnormal knee physiology,Abnormal Knee Physiology,abnormal_knee_physiology,english,active
abnormal kneecap,Abnormal Kneecap,abnormal_kneecap,english,active
abnormal l-selectin shedding,Abnormal L-selectin Shedding,abnormal_l-selectin_shedding,english,active
abnormal labia majora morphology,Abnormal Labia Majora Morphology,abnormal_labia_majora_morphology,english,active
abnormal labia minora morphology,Abnormal Labia Minora Morphology,abnormal_labia_minora_morphology,english,active
abnormal labia morphology,Abnormal Labia Morphology,abnormal_labia_morphology,english,active
abnormal lacrimal artery morphology,Abnormal Lacrimal Artery Morphology,abnormal_lacrimal_artery_morphology,english,active
abnormal lacrimal bone morphology,Abnormal Lacrimal Bone Morphology,abnormal_lacrimal_bone_morphology,english,active
abnormal lacrimal duct morphology,Abnormal Lacrimal Duct Morphology,abnormal_lacrimal_duct_morphology,english,active
abnormal lacrimal gland morphology,Abnormal Lacrimal Gland Morphology,abnormal_lacrimal_gland_morphology,english,active
abnormal lacrimal punctum morphology,Abnormal Lacrimal Punctum Morphology,abnormal_lacrimal_punctum_morphology,english,active
abnormal lacrimal sac morphology,Abnormal Lacrimal Sac Morphology,abnormal_lacrimal_sac_morphology,english,active
abnormal lactate dehydrogenase level,Abnormal Lactate Dehydrogenase Level,abnormal_lactate_dehydrogenase_level,english,active
abnormal lactate level by magnetic resonance spectroscopy,Abnormal Lactate Level By Magnetic Resonance Spectroscopy,abnormal_lactate_level_by_magnetic_resonance_spectroscopy,english,active
abnormal langerhans cell morphology,Abnormal Langerhans Cell Morphology,abnormal_langerhans_cell_morphology,english,active
abnormal language feature,Abnormal Language Feature,abnormal_language_feature,english,active
abnormal large bone of ankle,Abnormal Large Bone of Ankle,abnormal_large_bone_of_ankle,english,active
abnormal large intestinal mucosa morphology,Abnormal Large Intestinal Mucosa Morphology,abnormal_large_intestinal_mucosa_morphology,english,active
abnormal large intestine morphology,Abnormal Large Intestine Morphology,abnormal_large_intestine_morphology,english,active
abnormal large intestine physiology,Abnormal Large Intestine Physiology,abnormal_large_intestine_physiology,english,active
abnormal larynx morphology,Abnormal Larynx Morphology,abnormal_larynx_morphology,english,active
abnormal larynx physiology,Abnormal Larynx Physiology,abnormal_larynx_physiology,english,active
abnormal lateral cricoarytenoid muscle morphology,Abnormal Lateral Cricoarytenoid Muscle Morphology,abnormal_lateral_cricoarytenoid_muscle_morphology,english,active
abnormal lateral rectus muscle physiology,Abnormal Lateral Rectus Muscle Physiology,abnormal_lateral_rectus_muscle_physiology,english,active
abnormal lateral semicircular canal morphology,Abnormal Lateral Semicircular Canal Morphology,abnormal_lateral_semicircular_canal_morphology,english,active
abnormal lateral ventricle morphology,Abnormal Lateral Ventricle Morphology,abnormal_lateral_ventricle_morphology,english,active
abnormal layering of muscularis propria,Abnormal Layering of Muscularis Propria,abnormal_layering_of_muscularis_propria,english,active
abnormal ldh level,Abnormal LDH Level,abnormal_ldh_level,english,active
abnormal ldl cholesterol concentration,Abnormal LDL Cholesterol Concentration,abnormal_ldl_cholesterol_concentration,english,active
abnormal ldl-c concentration,Abnormal LDL-C Concentration,abnormal_ldl-c_concentration,english,active
abnormal ldl-c level,Abnormal LDL-C Level,abnormal_ldl-c_level,english,active
abnormal ldlc concentration,Abnormal LDLc Concentration,abnormal_ldlc_concentration,english,active
abnormal lead level in blood,Abnormal Lead Level in Blood,abnormal_lead_level_in_blood,english,active
abnormal left atrium morphology,Abnormal Left Atrium Morphology,abnormal_left_atrium_morphology,english,active
abnormal left hemidiaphragm morphology,Abnormal Left Hemidiaphragm Morphology,abnormal_left_hemidiaphragm_morphology,english,active
abnormal left ventricle morphology,Abnormal Left Ventricle Morphology,abnormal_left_ventricle_morphology,english,active
abnormal left ventricular ejection fraction,Abnormal Left Ventricular Ejection Fraction,abnormal_left_ventricular_ejection_fraction,english,active
abnormal left ventricular end-diastolic volume,Abnormal Left Ventricular End-diastolic Volume,abnormal_left_ventricular_end-diastolic_volume,english,active
abnormal left ventricular endsystolic diameter,Abnormal Left Ventricular Endsystolic Diameter,abnormal_left_ventricular_endsystolic_diameter,english,active
abnormal left ventricular function,Abnormal Left Ventricular Function,abnormal_left_ventricular_function,english,active
abnormal left ventricular outflow tract morphology,Abnormal Left Ventricular Outflow Tract Morphology,abnormal_left_ventricular_outflow_tract_morphology,english,active
abnormal length of corpus callosum,Abnormal Length of Corpus Callosum,abnormal_length_of_corpus_callosum,english,active
abnormal lens capsule morphology,Abnormal Lens Capsule Morphology,abnormal_lens_capsule_morphology,english,active
abnormal lens morphology,Abnormal Lens Morphology,abnormal_lens_morphology,english,active
abnormal leucine levels in cerebrospinal fluid,Abnormal Leucine Levels in Cerebrospinal Fluid,abnormal_leucine_levels_in_cerebrospinal_fluid,english,active
abnormal leukocyte count,Abnormal Leukocyte Count,abnormal_leukocyte_count,english,active
abnormal leukocyte enzyme concentration or activity,Abnormal Leukocyte Enzyme Concentration or Activity,abnormal_leukocyte_enzyme_concentration_or_activity,english,active
abnormal leukocyte migration,Abnormal Leukocyte Migration,abnormal_leukocyte_migration,english,active
abnormal leukocyte morphology,Abnormal Leukocyte Morphology,abnormal_leukocyte_morphology,english,active
abnormal leukocyte physiology,Abnormal Leukocyte Physiology,abnormal_leukocyte_physiology,english,active
abnormal levator palpebrae superioris morphology,Abnormal Levator Palpebrae Superioris Morphology,abnormal_levator_palpebrae_superioris_morphology,english,active
abnormal level of blood mineral,Abnormal Level of Blood Mineral,abnormal_level_of_blood_mineral,english,active
abnormal level of enzymes in cerebrospinal fluid,Abnormal Level of Enzymes in Cerebrospinal Fluid,abnormal_level_of_enzymes_in_cerebrospinal_fluid,english,active
abnormal level of enzymes in specimens from oth org/tiss,Abnormal Level of Enzymes in Specimens From Oth Org/tiss,abnormal_level_of_enzymes_in_specimens_from_oth_org/tiss,english,active
abnormal level of enzymes in specimens from resp org/thrx,Abnormal Level of Enzymes in Specimens From Resp Org/thrx,abnormal_level_of_enzymes_in_specimens_from_resp_org/thrx,english,active
abnormal level of hormones in cerebrospinal fluid,Abnormal Level of Hormones in Cerebrospinal Fluid,abnormal_level_of_hormones_in_cerebrospinal_fluid,english,active
abnormal level of hormones in specimens from oth org/tiss,Abnormal Level of Hormones in Specimens From Oth Org/tiss,abnormal_level_of_hormones_in_specimens_from_oth_org/tiss,english,active
abnormal level of hormones in specimens from resp org/thrx,Abnormal Level of Hormones in Specimens From Resp Org/thrx,abnormal_level_of_hormones_in_specimens_from_resp_org/thrx,english,active
abnormal level of lymph-node cellular cd19 expression,Abnormal Level of Lymph-node Cellular CD19 Expression,abnormal_level_of_lymph-node_cellular_cd19_expression,english,active
