combo_id,symptom_a,symptom_b,variant,classification,severity_points,rationale,status
SC03742,appendicitis_pain,acute_abdomen,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + acute_abdomen,active
SC03743,appendicitis_pain,numbness,clinical,URGENT,7,Clinical combination: appendicitis_pain + numbness,active
SC03744,appendicitis_pain,tingling,clinical,URGENT,7,Clinical combination: appendicitis_pain + tingling,active
SC03745,appendicitis_pain,paralysis,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + paralysis,active
SC03746,appendicitis_pain,tremor,clinical,URGENT,7,Clinical combination: appendicitis_pain + tremor,active
SC03747,appendicitis_pain,facial_weakness,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + facial_weakness,active
SC03748,appendicitis_pain,vision_loss,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + vision_loss,active
SC03749,appendicitis_pain,double_vision,clinical,URGENT,7,Clinical combination: appendicitis_pain + double_vision,active
SC03750,appendicitis_pain,hearing_loss,clinical,URGENT,7,Clinical combination: appendicitis_pain + hearing_loss,active
SC03751,appendicitis_pain,vertigo,clinical,URGENT,7,Clinical combination: appendicitis_pain + vertigo,active
SC03752,appendicitis_pain,migraine_severe,clinical,URGENT,7,Clinical combination: appendicitis_pain + migraine_severe,active
SC03753,appendicitis_pain,stiff_neck,clinical,URGENT,7,Clinical combination: appendicitis_pain + stiff_neck,active
SC03754,appendicitis_pain,meningism,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + meningism,active
SC03755,appendicitis_pain,gait_disturbance,clinical,URGENT,7,Clinical combination: appendicitis_pain + gait_disturbance,active
SC03756,appendicitis_pain,memory_loss_acute,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + memory_loss_acute,active
SC03757,appendicitis_pain,facial_droop,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + facial_droop,active
SC03758,appendicitis_pain,slurred_speech,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + slurred_speech,active
SC03759,appendicitis_pain,one_sided_weakness,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + one_sided_weakness,active
SC03760,appendicitis_pain,joint_swelling,clinical,URGENT,7,Clinical combination: appendicitis_pain + joint_swelling,active
SC03761,appendicitis_pain,muscle_cramps,clinical,URGENT,7,Clinical combination: appendicitis_pain + muscle_cramps,active
SC03762,appendicitis_pain,neck_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + neck_pain,active
SC03763,appendicitis_pain,shoulder_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + shoulder_pain,active
SC03764,appendicitis_pain,hip_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + hip_pain,active
SC03765,appendicitis_pain,knee_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + knee_pain,active
SC03766,appendicitis_pain,ankle_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + ankle_pain,active
SC03767,appendicitis_pain,wrist_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + wrist_pain,active
SC03768,appendicitis_pain,sprain,clinical,URGENT,7,Clinical combination: appendicitis_pain + sprain,active
SC03769,appendicitis_pain,suspected_fracture,clinical,URGENT,7,Clinical combination: appendicitis_pain + suspected_fracture,active
SC03770,appendicitis_pain,dislocation,clinical,URGENT,7,Clinical combination: appendicitis_pain + dislocation,active
SC03771,appendicitis_pain,muscle_weakness,clinical,URGENT,7,Clinical combination: appendicitis_pain + muscle_weakness,active
SC03772,appendicitis_pain,hives,clinical,URGENT,7,Clinical combination: appendicitis_pain + hives,active
SC03773,appendicitis_pain,itching,clinical,URGENT,7,Clinical combination: appendicitis_pain + itching,active
SC03774,appendicitis_pain,cellulitis,clinical,URGENT,7,Clinical combination: appendicitis_pain + cellulitis,active
SC03775,appendicitis_pain,abscess,clinical,URGENT,7,Clinical combination: appendicitis_pain + abscess,active
SC03776,appendicitis_pain,wound_infection,clinical,URGENT,7,Clinical combination: appendicitis_pain + wound_infection,active
SC03777,appendicitis_pain,laceration,clinical,URGENT,7,Clinical combination: appendicitis_pain + laceration,active
SC03778,appendicitis_pain,insect_bite_reaction,clinical,URGENT,7,Clinical combination: appendicitis_pain + insect_bite_reaction,active
SC03779,appendicitis_pain,purpuric_rash,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + purpuric_rash,active
SC03780,appendicitis_pain,skin_infection_spreading,clinical,URGENT,7,Clinical combination: appendicitis_pain + skin_infection_spreading,active
SC03781,appendicitis_pain,tinnitus,clinical,URGENT,7,Clinical combination: appendicitis_pain + tinnitus,active
SC03782,appendicitis_pain,hearing_change,clinical,URGENT,7,Clinical combination: appendicitis_pain + hearing_change,active
SC03783,appendicitis_pain,tonsillar_swelling,clinical,URGENT,7,Clinical combination: appendicitis_pain + tonsillar_swelling,active
SC03784,appendicitis_pain,dental_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + dental_pain,active
SC03785,appendicitis_pain,jaw_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + jaw_pain,active
SC03786,appendicitis_pain,facial_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + facial_pain,active
SC03787,appendicitis_pain,mouth_sores,clinical,URGENT,7,Clinical combination: appendicitis_pain + mouth_sores,active
SC03788,appendicitis_pain,facial_swelling,clinical,URGENT,7,Clinical combination: appendicitis_pain + facial_swelling,active
SC03789,appendicitis_pain,red_eye,clinical,URGENT,7,Clinical combination: appendicitis_pain + red_eye,active
SC03790,appendicitis_pain,vision_change,clinical,URGENT,7,Clinical combination: appendicitis_pain + vision_change,active
SC03791,appendicitis_pain,eye_discharge,clinical,URGENT,7,Clinical combination: appendicitis_pain + eye_discharge,active
SC03792,appendicitis_pain,foreign_body_eye,clinical,URGENT,7,Clinical combination: appendicitis_pain + foreign_body_eye,active
SC03793,appendicitis_pain,photophobia,clinical,URGENT,7,Clinical combination: appendicitis_pain + photophobia,active
SC03794,appendicitis_pain,sudden_vision_loss,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + sudden_vision_loss,active
SC03795,appendicitis_pain,urinary_retention,clinical,URGENT,7,Clinical combination: appendicitis_pain + urinary_retention,active
SC03796,appendicitis_pain,hematuria,clinical,URGENT,7,Clinical combination: appendicitis_pain + hematuria,active
SC03797,appendicitis_pain,flank_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + flank_pain,active
SC03798,appendicitis_pain,kidney_stone_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + kidney_stone_pain,active
SC03799,appendicitis_pain,urinary_frequency,clinical,URGENT,7,Clinical combination: appendicitis_pain + urinary_frequency,active
SC03800,appendicitis_pain,incontinence,clinical,URGENT,7,Clinical combination: appendicitis_pain + incontinence,active
SC03801,appendicitis_pain,scrotal_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + scrotal_pain,active
SC03802,appendicitis_pain,testicular_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + testicular_pain,active
SC03803,appendicitis_pain,testicular_torsion,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + testicular_torsion,active
SC03804,appendicitis_pain,penile_discharge,clinical,URGENT,7,Clinical combination: appendicitis_pain + penile_discharge,active
SC03805,appendicitis_pain,anxiety_attack,clinical,URGENT,7,Clinical combination: appendicitis_pain + anxiety_attack,active
SC03806,appendicitis_pain,panic_attack,clinical,URGENT,7,Clinical combination: appendicitis_pain + panic_attack,active
SC03807,appendicitis_pain,depression_severe,clinical,URGENT,7,Clinical combination: appendicitis_pain + depression_severe,active
SC03808,appendicitis_pain,agitation,clinical,URGENT,7,Clinical combination: appendicitis_pain + agitation,active
SC03809,appendicitis_pain,aggression,clinical,URGENT,7,Clinical combination: appendicitis_pain + aggression,active
SC03810,appendicitis_pain,hallucinations,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + hallucinations,active
SC03811,appendicitis_pain,substance_withdrawal,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + substance_withdrawal,active
SC03812,appendicitis_pain,self_harm,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + self_harm,active
SC03813,appendicitis_pain,psychosis,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + psychosis,active
SC03814,appendicitis_pain,infant_fever,clinical,URGENT,7,Clinical combination: appendicitis_pain + infant_fever,active
SC03815,appendicitis_pain,poor_feeding_infant,clinical,URGENT,7,Clinical combination: appendicitis_pain + poor_feeding_infant,active
SC03816,appendicitis_pain,decreased_wet_diapers,clinical,URGENT,7,Clinical combination: appendicitis_pain + decreased_wet_diapers,active
SC03817,appendicitis_pain,bulging_fontanelle,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + bulging_fontanelle,active
SC03818,appendicitis_pain,irritable_infant,clinical,URGENT,7,Clinical combination: appendicitis_pain + irritable_infant,active
SC03819,pancreatitis_pain,gallbladder_pain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + gallbladder_pain,active
SC03820,pancreatitis_pain,reflux,clinical,URGENT,7,Clinical combination: pancreatitis_pain + reflux,active
SC03821,pancreatitis_pain,indigestion,clinical,URGENT,7,Clinical combination: pancreatitis_pain + indigestion,active
SC03822,pancreatitis_pain,anorexia,clinical,URGENT,7,Clinical combination: pancreatitis_pain + anorexia,active
SC03823,pancreatitis_pain,weight_loss,clinical,URGENT,7,Clinical combination: pancreatitis_pain + weight_loss,active
SC03824,pancreatitis_pain,rectal_pain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + rectal_pain,active
SC03825,pancreatitis_pain,hernia_pain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + hernia_pain,active
SC03826,pancreatitis_pain,acute_abdomen,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + acute_abdomen,active
SC03827,pancreatitis_pain,numbness,clinical,URGENT,7,Clinical combination: pancreatitis_pain + numbness,active
SC03828,pancreatitis_pain,tingling,clinical,URGENT,7,Clinical combination: pancreatitis_pain + tingling,active
SC03829,pancreatitis_pain,paralysis,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + paralysis,active
SC03830,pancreatitis_pain,tremor,clinical,URGENT,7,Clinical combination: pancreatitis_pain + tremor,active
SC03831,pancreatitis_pain,facial_weakness,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + facial_weakness,active
SC03832,pancreatitis_pain,vision_loss,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + vision_loss,active
SC03833,pancreatitis_pain,double_vision,clinical,URGENT,7,Clinical combination: pancreatitis_pain + double_vision,active
SC03834,pancreatitis_pain,hearing_loss,clinical,URGENT,7,Clinical combination: pancreatitis_pain + hearing_loss,active
SC03835,pancreatitis_pain,vertigo,clinical,URGENT,7,Clinical combination: pancreatitis_pain + vertigo,active
SC03836,pancreatitis_pain,migraine_severe,clinical,URGENT,7,Clinical combination: pancreatitis_pain + migraine_severe,active
SC03837,pancreatitis_pain,stiff_neck,clinical,URGENT,7,Clinical combination: pancreatitis_pain + stiff_neck,active
SC03838,pancreatitis_pain,meningism,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + meningism,active
SC03839,pancreatitis_pain,gait_disturbance,clinical,URGENT,7,Clinical combination: pancreatitis_pain + gait_disturbance,active
SC03840,pancreatitis_pain,memory_loss_acute,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + memory_loss_acute,active
SC03841,pancreatitis_pain,facial_droop,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + facial_droop,active
SC03842,pancreatitis_pain,slurred_speech,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + slurred_speech,active
SC03843,pancreatitis_pain,one_sided_weakness,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + one_sided_weakness,active
SC03844,pancreatitis_pain,joint_swelling,clinical,URGENT,7,Clinical combination: pancreatitis_pain + joint_swelling,active
SC03845,pancreatitis_pain,muscle_cramps,clinical,URGENT,7,Clinical combination: pancreatitis_pain + muscle_cramps,active
SC03846,pancreatitis_pain,neck_pain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + neck_pain,active
SC03847,pancreatitis_pain,shoulder_pain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + shoulder_pain,active
SC03848,pancreatitis_pain,hip_pain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + hip_pain,active
SC03849,pancreatitis_pain,knee_pain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + knee_pain,active
SC03850,pancreatitis_pain,ankle_pain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + ankle_pain,active
SC03851,pancreatitis_pain,wrist_pain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + wrist_pain,active
SC03852,pancreatitis_pain,sprain,clinical,URGENT,7,Clinical combination: pancreatitis_pain + sprain,active
SC03853,pancreatitis_pain,suspected_fracture,clinical,URGENT,7,Clinical combination: pancreatitis_pain + suspected_fracture,active
SC03854,pancreatitis_pain,dislocation,clinical,URGENT,7,Clinical combination: pancreatitis_pain + dislocation,active
SC03855,pancreatitis_pain,muscle_weakness,clinical,URGENT,7,Clinical combination: pancreatitis_pain + muscle_weakness,active
SC03856,pancreatitis_pain,hives,clinical,URGENT,7,Clinical combination: pancreatitis_pain + hives,active
SC03857,pancreatitis_pain,itching,clinical,URGENT,7,Clinical combination: pancreatitis_pain + itching,active
SC03858,pancreatitis_pain,cellulitis,clinical,URGENT,7,Clinical combination: pancreatitis_pain + cellulitis,active
SC03859,pancreatitis_pain,abscess,clinical,URGENT,7,Clinical combination: pancreatitis_pain + abscess,active
SC03860,pancreatitis_pain,wound_infection,clinical,URGENT,7,Clinical combination: pancreatitis_pain + wound_infection,active
SC03861,pancreatitis_pain,laceration,clinical,URGENT,7,Clinical combination: pancreatitis_pain + laceration,active
SC03862,pancreatitis_pain,insect_bite_reaction,clinical,URGENT,7,Clinical combination: pancreatitis_pain + insect_bite_reaction,active
SC03863,pancreatitis_pain,purpuric_rash,clinical,EMERGENCY,12,Clinical combination: pancreatitis_pain + purpuric_rash,active
SC03864,pancreatitis_pain,skin_infection_spreading,clinical,URGENT,7,Clinical combination: pancreatitis_pain + skin_infection_spreading,active
SC03865,pancreatitis_pain,tinnitus,clinical,URGENT,7,Clinical combination: pancreatitis_pain + tinnitus,active
SC03866,pancreatitis_pain,hearing_change,clinical,URGENT,7,Clinical combination: pancreatitis_pain + hearing_change,active
