dictionary_id,local_term,english_term,category
6344,hapdi bilat akon subong,vaginal pain,condition
6345,hapdi bilat gid ko,vaginal pain,condition
6346,hapdi bilat ko,vaginal pain,condition
6347,hapdi bilat ko ako,vaginal pain,condition
6348,hapdi bilat ko akon,vaginal pain,condition
6349,hapdi bilat ko akon gid,vaginal pain,condition
6350,hapdi bilat ko akon subong,vaginal pain,condition
6351,hapdi bilat ko gid,vaginal pain,condition
6352,hapdi bilat ko gid ko,vaginal pain,condition
6353,hapdi bilat ko ko,vaginal pain,condition
6354,hapdi bilat ko ko gid,vaginal pain,condition
6355,hapdi buhok akon,hair pain,condition
6356,hapdi buhok gid ko,hair pain,condition
6357,hapdi buhok ko,hair pain,condition
6358,hapdi buhok man,hair pain,condition
6359,hapdi buhok subong,hair pain,condition
6360,hapdi bukong akon,forehead pain,condition
6361,hapdi bukong gid ko,forehead pain,condition
6362,hapdi bukong ko,forehead pain,condition
6363,hapdi bukong man,forehead pain,condition
6364,hapdi bukong subong,forehead pain,condition
6365,hapdi buuk akon,arm pain,condition
6366,hapdi buuk gid ko,arm pain,condition
6367,hapdi buuk ko,arm pain,condition
6368,hapdi buuk man,arm pain,condition
6369,hapdi buuk subong,arm pain,condition
6370,hapdi dalunggan akon,ear pain,condition
6371,hapdi dalunggan gid ko,ear pain,condition
6372,hapdi dalunggan ko,ear pain,condition
6373,hapdi dalunggan man,ear pain,condition
6374,hapdi dalunggan subong,ear pain,condition
6375,hapdi dila akon,tongue pain,condition
6376,hapdi dila gid ko,tongue pain,condition
6377,hapdi dila ko,tongue pain,condition
6378,hapdi dila man,tongue pain,condition
6379,hapdi dila subong,tongue pain,condition
6380,hapdi dughan,chest pain,condition
6381,hapdi dughan acun gid,chest pain,condition
6382,hapdi dughan acun subong,chest pain,condition
6383,hapdi dughan ako,chest pain,condition
6384,hapdi dughan akon,chest pain,condition
6385,hapdi dughan akon gid,chest pain,condition
6386,hapdi dughan akon subong,chest pain,condition
6387,hapdi dughan gid ko,chest pain,condition
6388,hapdi dughan ko,chest pain,condition
6389,hapdi dughan ko gid,chest pain,condition
6390,hapdi dughan ko man,chest pain,condition
6391,hapdi dughan ku gid,chest pain,condition
6392,hapdi dughan ku man,chest pain,condition
6393,hapdi dughan man,chest pain,condition
6394,hapdi dughan subong,chest pain,condition
6395,hapdi ilong akon,nose pain,condition
6396,hapdi ilong gid ko,nose pain,condition
6397,hapdi ilong ko,nose pain,condition
6398,hapdi ilong man,nose pain,condition
6399,hapdi ilong subong,nose pain,condition
6400,hapdi itlog acun,testicular pain,condition
6401,hapdi itlog acun gid,testicular pain,condition
6402,hapdi itlog acun subong,testicular pain,condition
6403,hapdi itlog ako,testicular pain,condition
6404,hapdi itlog akon,testicular pain,condition
6405,hapdi itlog akon gid,testicular pain,condition
6406,hapdi itlog akon subong,testicular pain,condition
6407,hapdi itlog gid ko,testicular pain,condition
6408,hapdi itlog gid ku,testicular pain,condition
6409,hapdi itlog ko,testicular pain,condition
6410,hapdi itlog ko acun,testicular pain,condition
6411,hapdi itlog ko acun gid,testicular pain,condition
6412,hapdi itlog ko acun subong,testicular pain,condition
6413,hapdi itlog ko ako,testicular pain,condition
6414,hapdi itlog ko akon,testicular pain,condition
6415,hapdi itlog ko akon gid,testicular pain,condition
6416,hapdi itlog ko akon subong,testicular pain,condition
6417,hapdi itlog ko gid,testicular pain,condition
6418,hapdi itlog ko gid ko,testicular pain,condition
6419,hapdi itlog ko ko,testicular pain,condition
6420,hapdi itlog ko ko gid,testicular pain,condition
6421,hapdi itlog ku,testicular pain,condition
6422,hapdi itlog ku ako,testicular pain,condition
6423,hapdi itlog ku akon,testicular pain,condition
6424,hapdi itlog ku akon gid,testicular pain,condition
6425,hapdi itlog ku akon subong,testicular pain,condition
6426,hapdi itlog ku gid,testicular pain,condition
6427,hapdi itlog ku gid ko,testicular pain,condition
6428,hapdi itlog ku ko,testicular pain,condition
6429,hapdi itlog ku ko gid,testicular pain,condition
6430,hapdi itlug acun,testicular pain,condition
6431,hapdi itlug acun gid,testicular pain,condition
6432,hapdi itlug acun subong,testicular pain,condition
6433,hapdi itlug ako,testicular pain,condition
6434,hapdi itlug akon,testicular pain,condition
6435,hapdi itlug akon gid,testicular pain,condition
6436,hapdi itlug akon subong,testicular pain,condition
6437,hapdi itlug gid ko,testicular pain,condition
6438,hapdi itlug gid ku,testicular pain,condition
6439,hapdi itlug ko,testicular pain,condition
6440,hapdi itlug ko acun,testicular pain,condition
6441,hapdi itlug ko acun gid,testicular pain,condition
6442,hapdi itlug ko acun subong,testicular pain,condition
6443,hapdi itlug ko ako,testicular pain,condition
6444,hapdi itlug ko akon,testicular pain,condition
6445,hapdi itlug ko akon gid,testicular pain,condition
6446,hapdi itlug ko akon subong,testicular pain,condition
6447,hapdi itlug ko gid,testicular pain,condition
6448,hapdi itlug ko gid ko,testicular pain,condition
6449,hapdi itlug ko ko,testicular pain,condition
6450,hapdi itlug ko ko gid,testicular pain,condition
6451,hapdi itlug ku,testicular pain,condition
6452,hapdi itlug ku ako,testicular pain,condition
6453,hapdi itlug ku akon,testicular pain,condition
6454,hapdi itlug ku akon gid,testicular pain,condition
6455,hapdi itlug ku akon subong,testicular pain,condition
6456,hapdi itlug ku gid,testicular pain,condition
6457,hapdi itlug ku gid ko,testicular pain,condition
6458,hapdi itlug ku ko,testicular pain,condition
6459,hapdi itlug ku ko gid,testicular pain,condition
6460,hapdi kamot akon,hand pain,condition
6461,hapdi kamot gid ko,hand pain,condition
6462,hapdi kamot ko,hand pain,condition
6463,hapdi kamot man,hand pain,condition
6464,hapdi kamot subong,hand pain,condition
6465,hapdi kipay ako,vulvar pain,condition
6466,hapdi kipay akon,vulvar pain,condition
6467,hapdi kipay akon gid,vulvar pain,condition
6468,hapdi kipay akon subong,vulvar pain,condition
6469,hapdi kipay gid ko,vulvar pain,condition
6470,hapdi kipay ko,vulvar pain,condition
6471,hapdi kipay ko gid,vulvar pain,condition
6472,hapdi kuko akon,nail pain,condition
6473,hapdi kuko gid ko,nail pain,condition
6474,hapdi kuko ko,nail pain,condition
6475,hapdi kuko man,nail pain,condition
6476,hapdi kuko subong,nail pain,condition
6477,hapdi lawas akon,body pain,condition
6478,hapdi lawas gid ko,body pain,condition
6479,hapdi lawas ko,body pain,condition
6480,hapdi lawas man,body pain,condition
6481,hapdi lawas subong,body pain,condition
6482,hapdi lawi akon,nape pain,condition
6483,hapdi lawi gid ko,nape pain,condition
6484,hapdi lawi ko,nape pain,condition
6485,hapdi lawi man,nape pain,condition
6486,hapdi lawi subong,nape pain,condition
6487,hapdi likod ako,back pain,condition
6488,hapdi likod akon,back pain,condition
6489,hapdi likod akon gid,back pain,condition
6490,hapdi likod akon subong,back pain,condition
6491,hapdi likod gid ko,back pain,condition
6492,hapdi likod ko,back pain,condition
6493,hapdi likod ko gid,back pain,condition
6494,hapdi likod ko man,back pain,condition
6495,hapdi likod man,back pain,condition
6496,hapdi likod subong,back pain,condition
6497,hapdi liog ako,neck pain,condition
6498,hapdi liog akon,neck pain,condition
6499,hapdi liog akon gid,neck pain,condition
6500,hapdi liog akon subong,neck pain,condition
6501,hapdi liog gid ko,neck pain,condition
6502,hapdi liog ko,neck pain,condition
6503,hapdi liog ko gid,neck pain,condition
6504,hapdi liog ko man,neck pain,condition
6505,hapdi liog man,neck pain,condition
6506,hapdi liog subong,neck pain,condition
6507,hapdi mata ako,eye pain,condition
6508,hapdi mata akon,eye pain,condition
6509,hapdi mata akon gid,eye pain,condition
6510,hapdi mata akon subong,eye pain,condition
6511,hapdi mata gid ko,eye pain,condition
6512,hapdi mata ko,eye pain,condition
6513,hapdi mata ko ako,eye pain,condition
6514,hapdi mata ko akon,eye pain,condition
6515,hapdi mata ko akon gid,eye pain,condition
6516,hapdi mata ko akon subong,eye pain,condition
6517,hapdi mata ko gid,eye pain,condition
6518,hapdi mata ko gid ako,eye pain,condition
6519,hapdi mata ko gid akon,eye pain,condition
6520,hapdi mata ko gid akon gid,eye pain,condition
6521,hapdi mata ko gid akon subong,eye pain,condition
6522,hapdi mata ko gid ko,eye pain,condition
6523,hapdi mata ko gid ko gid,eye pain,condition
6524,hapdi mata ko gid ko man,eye pain,condition
6525,hapdi mata ko ko,eye pain,condition
6526,hapdi mata ko ko gid,eye pain,condition
6527,hapdi mata ko ko man,eye pain,condition
6528,hapdi mata ko man,eye pain,condition
6529,hapdi mata man,eye pain,condition
6530,hapdi mata subong,eye pain,condition
6531,hapdi ngipon akon,tooth pain,condition
6532,hapdi ngipon gid ko,tooth pain,condition
6533,hapdi ngipon ko,tooth pain,condition
6534,hapdi ngipon man,tooth pain,condition
6535,hapdi ngipon subong,tooth pain,condition
6536,hapdi olok ako,head pain,condition
6537,hapdi olok akon,head pain,condition
6538,hapdi olok akon gid,head pain,condition
6539,hapdi olok akon subong,head pain,condition
6540,hapdi olok ko,head pain,condition
6541,hapdi olok ko gid,head pain,condition
6542,hapdi olok ko man,head pain,condition
6543,hapdi paa akon,foot pain,condition
6544,hapdi paa gid ko,foot pain,condition
6545,hapdi paa ko,foot pain,condition
6546,hapdi paa man,foot pain,condition
6547,hapdi paa subong,foot pain,condition
6548,hapdi pilas akon,wound pain,condition
6549,hapdi pilas gid ko,wound pain,condition
6550,hapdi pilas ko,wound pain,condition
6551,hapdi pilas man,wound pain,condition
6552,hapdi pilas subong,wound pain,condition
6553,hapdi pisngi akon,cheek pain,condition
6554,hapdi pisngi gid ko,cheek pain,condition
6555,hapdi pisngi ko,cheek pain,condition
6556,hapdi pisngi man,cheek pain,condition
6557,hapdi pisngi subong,cheek pain,condition
6558,hapdi siko ako,elbow pain,condition
6559,hapdi siko akon,elbow pain,condition
6560,hapdi siko akon gid,elbow pain,condition
6561,hapdi siko akon subong,elbow pain,condition
6562,hapdi siko gid ko,elbow pain,condition
6563,hapdi siko ko,elbow pain,condition
6564,hapdi siko ko gid,elbow pain,condition
6565,hapdi siko ko man,elbow pain,condition
6566,hapdi siko man,elbow pain,condition
6567,hapdi siko subong,elbow pain,condition
6568,hapdi singit ako,groin pain,condition
6569,hapdi singit akon,groin pain,condition
6570,hapdi singit akon gid,groin pain,condition
6571,hapdi singit akon subong,groin pain,condition
6572,hapdi singit gid ko,groin pain,condition
6573,hapdi singit ko,groin pain,condition
6574,hapdi singit ko gid,groin pain,condition
6575,hapdi tadlong akon,forearm pain,condition
6576,hapdi tadlong gid ko,forearm pain,condition
6577,hapdi tadlong ko,forearm pain,condition
6578,hapdi tadlong man,forearm pain,condition
6579,hapdi tadlong subong,forearm pain,condition
6580,hapdi tagipusuon akon,heart pain,condition
6581,hapdi tagipusuon gid ko,heart pain,condition
6582,hapdi tagipusuon ko,heart pain,condition
6583,hapdi tagipusuon man,heart pain,condition
6584,hapdi tagipusuon subong,heart pain,condition
6585,hapdi tai akon,buttocks pain,condition
6586,hapdi tai gid ko,buttocks pain,condition
6587,hapdi tai ko,buttocks pain,condition
6588,hapdi tai man,buttocks pain,condition
6589,hapdi tai subong,buttocks pain,condition
6590,hapdi tiil akon,foot pain,condition
6591,hapdi tiil gid ko,foot pain,condition
6592,hapdi tiil ko,foot pain,condition
6593,hapdi tiil man,foot pain,condition
6594,hapdi tiil subong,foot pain,condition
6595,hapdi tikod ako,heel pain,condition
6596,hapdi tikod akon,heel pain,condition
6597,hapdi tikod akon gid,heel pain,condition
6598,hapdi tikod akon subong,heel pain,condition
6599,hapdi tikod gid ko,heel pain,condition
6600,hapdi tikod ko,heel pain,condition
6601,hapdi tikod ko gid,heel pain,condition
6602,hapdi tikod ko man,heel pain,condition
6603,hapdi tikod man,heel pain,condition
6604,hapdi tikod subong,heel pain,condition
6605,hapdi tina-i ako,abdominal pain,condition
6606,hapdi tina-i akon,abdominal pain,condition
6607,hapdi tina-i akon gid,abdominal pain,condition
6608,hapdi tina-i akon subong,abdominal pain,condition
6609,hapdi tina-i ko,abdominal pain,condition
6610,hapdi tina-i ko gid,abdominal pain,condition
6611,hapdi tina-i ko man,abdominal pain,condition
6612,hapdi titi akon,breast pain,condition
6613,hapdi titi gid ko,breast pain,condition
6614,hapdi titi ko,breast pain,condition
6615,hapdi titi man,breast pain,condition
6616,hapdi titi subong,breast pain,condition
6617,hapdi tiyan ako,abdominal pain,condition
6618,hapdi tiyan akon,abdominal pain,condition
6619,hapdi tiyan akon gid,abdominal pain,condition
6620,hapdi tiyan akon subong,abdominal pain,condition
6621,hapdi tiyan gid ko,abdominal pain,condition
6622,hapdi tiyan ko,abdominal pain,condition
6623,hapdi tiyan ko ako,abdominal pain,condition
6624,hapdi tiyan ko akon,abdominal pain,condition
6625,hapdi tiyan ko akon gid,abdominal pain,condition
6626,hapdi tiyan ko akon subong,abdominal pain,condition
6627,hapdi tiyan ko gid,abdominal pain,condition
6628,hapdi tiyan ko ko,abdominal pain,condition
6629,hapdi tiyan ko ko gid,abdominal pain,condition
6630,hapdi tiyan ko ko man,abdominal pain,condition
6631,hapdi tiyan ko man,abdominal pain,condition
6632,hapdi tiyan man,abdominal pain,condition
6633,hapdi tiyan subong,abdominal pain,condition
6634,hapdi tudlo akon,finger pain,condition
6635,hapdi tudlo gid ko,finger pain,condition
6636,hapdi tudlo ko,finger pain,condition
6637,hapdi tudlo man,finger pain,condition
6638,hapdi tudlo subong,finger pain,condition
6639,hapdi tuhod ako,knee pain,condition
6640,hapdi tuhod akon,knee pain,condition
6641,hapdi tuhod akon gid,knee pain,condition
6642,hapdi tuhod akon subong,knee pain,condition
6643,hapdi tuhod gid ko,knee pain,condition
6644,hapdi tuhod ko,knee pain,condition
6645,hapdi tuhod ko gid,knee pain,condition
6646,hapdi tuhod ko man,knee pain,condition
6647,hapdi tuhod man,knee pain,condition
6648,hapdi tuhod subong,knee pain,condition
6649,hapdi tungod akon,throat pain,condition
6650,hapdi tungod gid ko,throat pain,condition
6651,hapdi tungod ko,throat pain,condition
6652,hapdi tungod man,throat pain,condition
6653,hapdi tungod subong,throat pain,condition
6654,hapdi tungtong ako,ankle pain,condition
6655,hapdi tungtong akon,ankle pain,condition
6656,hapdi tungtong akon gid,ankle pain,condition
6657,hapdi tungtong akon subong,ankle pain,condition
6658,hapdi tungtong gid ko,ankle pain,condition
6659,hapdi tungtong ko,ankle pain,condition
6660,hapdi tungtong ko gid,ankle pain,condition
6661,hapdi tungtong ko man,ankle pain,condition
6662,hapdi tungtong man,ankle pain,condition
6663,hapdi tungtong subong,ankle pain,condition
6664,hapdi ulo ako,head pain,condition
6665,hapdi ulo akon,head pain,condition
6666,hapdi ulo akon gid,head pain,condition
6667,hapdi ulo akon subong,head pain,condition
6668,hapdi ulo gid ko,head pain,condition
6669,hapdi ulo ko,head pain,condition
6670,hapdi ulo ko ako,head pain,condition
6671,hapdi ulo ko akon,head pain,condition
6672,hapdi ulo ko akon gid,head pain,condition
6673,hapdi ulo ko akon subong,head pain,condition
6674,hapdi ulo ko gid,head pain,condition
6675,hapdi ulo ko ko,head pain,condition
6676,hapdi ulo ko ko gid,head pain,condition
6677,hapdi ulo ko ko man,head pain,condition
6678,hapdi ulo ko man,head pain,condition
6679,hapdi ulo man,head pain,condition
6680,hapdi ulo subong,head pain,condition
6681,hapdi utok akon,brain pain,condition
6682,hapdi utok gid ko,brain pain,condition
6683,hapdi utok ko,brain pain,condition
6684,hapdi utok man,brain pain,condition
6685,hapdi utok subong,brain pain,condition
6686,hay fever,seasonal allergic rhinitis,allergy
6687,hazelnut allergy,tree nut allergy,allergy
6688,hba1c high,diabetes,condition
6689,hbp,hypertension,condition
6690,headache,headache,condition
6691,heart attack,heart attack,condition
6692,heart disease,heart disease,condition
6693,heart failure,heart failure,condition
6694,heart prob,heart disease,condition
