term_id,term,english,concept,language,status
,hubag atay ko gid,liver swelling,liver_swelling,hiligaynon,active
,hubag atay man,liver swelling,liver_swelling,hiligaynon,active
,hubag atay subong,liver swelling,liver_swelling,hiligaynon,active
,hubag awang akon,jaw swelling,jaw_swelling,hiligaynon,active
,hubag awang akon gid,jaw swelling,jaw_swelling,hiligaynon,active
,hubag awang gid ko,jaw swelling,jaw_swelling,hiligaynon,active
,hubag awang ko,jaw swelling,jaw_swelling,hiligaynon,active
,hubag awang ko gid,jaw swelling,jaw_swelling,hiligaynon,active
,hubag awang man,jaw swelling,jaw_swelling,hiligaynon,active
,hubag awang subong,jaw swelling,jaw_swelling,hiligaynon,active
,hubag baba akon,lip swelling,lip_swelling,hiligaynon,active
,hubag baba akon gid,lip swelling,lip_swelling,hiligaynon,active
,hubag baba gid ko,lip swelling,lip_swelling,hiligaynon,active
,hubag baba ko,lip swelling,lip_swelling,hiligaynon,active
,hubag baba ko gid,lip swelling,lip_swelling,hiligaynon,active
,hubag baba man,lip swelling,lip_swelling,hiligaynon,active
,hubag baba subong,lip swelling,lip_swelling,hiligaynon,active
,hubag balat akon,skin swelling,skin_swelling,hiligaynon,active
,hubag balat akon gid,skin swelling,skin_swelling,hiligaynon,active
,hubag balat gid ko,skin swelling,skin_swelling,hiligaynon,active
,hubag balat ko,skin swelling,skin_swelling,hiligaynon,active
,hubag balat ko gid,skin swelling,skin_swelling,hiligaynon,active
,hubag balat man,skin swelling,skin_swelling,hiligaynon,active
,hubag balat subong,skin swelling,skin_swelling,hiligaynon,active
,hubag batiis akon,leg swelling,leg_swelling,hiligaynon,active
,hubag batiis akon gid,leg swelling,leg_swelling,hiligaynon,active
,hubag batiis gid ko,leg swelling,leg_swelling,hiligaynon,active
,hubag batiis ko,leg swelling,leg_swelling,hiligaynon,active
,hubag batiis ko gid,leg swelling,leg_swelling,hiligaynon,active
,hubag batiis man,leg swelling,leg_swelling,hiligaynon,active
,hubag batiis subong,leg swelling,leg_swelling,hiligaynon,active
,hubag bato akon,kidney swelling,kidney_swelling,hiligaynon,active
,hubag bato akon gid,kidney swelling,kidney_swelling,hiligaynon,active
,hubag bato gid ko,kidney swelling,kidney_swelling,hiligaynon,active
,hubag bato ko,kidney swelling,kidney_swelling,hiligaynon,active
,hubag bato ko gid,kidney swelling,kidney_swelling,hiligaynon,active
,hubag bato man,kidney swelling,kidney_swelling,hiligaynon,active
,hubag bato subong,kidney swelling,kidney_swelling,hiligaynon,active
,hubag bayag ako,scrotal swelling,scrotal_swelling,hiligaynon,active
,hubag bayag akon,scrotal swelling,scrotal_swelling,hiligaynon,active
,hubag bayag akon gid,scrotal swelling,scrotal_swelling,hiligaynon,active
,hubag bayag akon subong,scrotal swelling,scrotal_swelling,hiligaynon,active
,hubag bayag gid ko,scrotal swelling,scrotal_swelling,hiligaynon,active
,hubag bayag ko,scrotal swelling,scrotal_swelling,hiligaynon,active
,hubag bayag ko gid,scrotal swelling,scrotal_swelling,hiligaynon,active
,hubag baywang akon,waist swelling,waist_swelling,hiligaynon,active
,hubag baywang akon gid,waist swelling,waist_swelling,hiligaynon,active
,hubag baywang gid ko,waist swelling,waist_swelling,hiligaynon,active
,hubag baywang ko,waist swelling,waist_swelling,hiligaynon,active
,hubag baywang ko gid,waist swelling,waist_swelling,hiligaynon,active
,hubag baywang man,waist swelling,waist_swelling,hiligaynon,active
,hubag baywang subong,waist swelling,waist_swelling,hiligaynon,active
,hubag bilad ako,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad akon,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad akon gid,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad akon subong,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad gid ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad ko ako,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad ko akon,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad ko akon gid,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad ko akon subong,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad ko gid,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad ko gid ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad ko ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilad ko ko gid,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ako,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat akon,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat akon gid,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat akon subong,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat gid ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ko ako,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ko akon,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ko akon gid,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ko akon subong,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ko gid,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ko gid ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ko ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag bilat ko ko gid,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag buhok akon,hair swelling,hair_swelling,hiligaynon,active
,hubag buhok akon gid,hair swelling,hair_swelling,hiligaynon,active
,hubag buhok gid ko,hair swelling,hair_swelling,hiligaynon,active
,hubag buhok ko,hair swelling,hair_swelling,hiligaynon,active
,hubag buhok ko gid,hair swelling,hair_swelling,hiligaynon,active
,hubag buhok man,hair swelling,hair_swelling,hiligaynon,active
,hubag buhok subong,hair swelling,hair_swelling,hiligaynon,active
,hubag bukong akon,forehead swelling,forehead_swelling,hiligaynon,active
,hubag bukong akon gid,forehead swelling,forehead_swelling,hiligaynon,active
,hubag bukong gid ko,forehead swelling,forehead_swelling,hiligaynon,active
,hubag bukong ko,forehead swelling,forehead_swelling,hiligaynon,active
,hubag bukong ko gid,forehead swelling,forehead_swelling,hiligaynon,active
,hubag bukong man,forehead swelling,forehead_swelling,hiligaynon,active
,hubag bukong subong,forehead swelling,forehead_swelling,hiligaynon,active
,hubag buuk akon,arm swelling,arm_swelling,hiligaynon,active
,hubag buuk akon gid,arm swelling,arm_swelling,hiligaynon,active
,hubag buuk gid ko,arm swelling,arm_swelling,hiligaynon,active
,hubag buuk ko,arm swelling,arm_swelling,hiligaynon,active
,hubag buuk ko gid,arm swelling,arm_swelling,hiligaynon,active
,hubag buuk man,arm swelling,arm_swelling,hiligaynon,active
,hubag buuk subong,arm swelling,arm_swelling,hiligaynon,active
,hubag dalunggan akon,ear swelling,ear_swelling,hiligaynon,active
,hubag dalunggan akon gid,ear swelling,ear_swelling,hiligaynon,active
,hubag dalunggan gid ko,ear swelling,ear_swelling,hiligaynon,active
,hubag dalunggan ko,ear swelling,ear_swelling,hiligaynon,active
,hubag dalunggan ko gid,ear swelling,ear_swelling,hiligaynon,active
,hubag dalunggan man,ear swelling,ear_swelling,hiligaynon,active
,hubag dalunggan subong,ear swelling,ear_swelling,hiligaynon,active
,hubag dila acun,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila acun gid,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila akon,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila akon gid,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila gid ko,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila gid ku,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila ko,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila ko gid,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila ku gid,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila man,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dila subong,swollen tongue,swollen_tongue,hiligaynon,active
,hubag dughan akon,chest swelling,chest_swelling,hiligaynon,active
,hubag dughan akon gid,chest swelling,chest_swelling,hiligaynon,active
,hubag dughan gid ko,chest swelling,chest_swelling,hiligaynon,active
,hubag dughan ko,chest swelling,chest_swelling,hiligaynon,active
,hubag dughan ko gid,chest swelling,chest_swelling,hiligaynon,active
,hubag dughan man,chest swelling,chest_swelling,hiligaynon,active
,hubag dughan subong,chest swelling,chest_swelling,hiligaynon,active
,hubag gid abaga akon,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag gid abaga akon gid,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag gid abaga gid ko,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag gid abaga ko,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag gid abaga ko gid,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag gid abaga man,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag gid abaga subong,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag gid acun itlog,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid acun itlog ko,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid acun itlug,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid acun itlug ko,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid akon abaga,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag gid akon ari,penile swelling,penile_swelling,hiligaynon,active
,hubag gid akon ari ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid akon ary,penile swelling,penile_swelling,hiligaynon,active
,hubag gid akon ary ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid akon atay,liver swelling,liver_swelling,hiligaynon,active
,hubag gid akon awang,jaw swelling,jaw_swelling,hiligaynon,active
,hubag gid akon baba,lip swelling,lip_swelling,hiligaynon,active
,hubag gid akon balat,skin swelling,skin_swelling,hiligaynon,active
,hubag gid akon batiis,leg swelling,leg_swelling,hiligaynon,active
,hubag gid akon bato,kidney swelling,kidney_swelling,hiligaynon,active
,hubag gid akon bayag,scrotal swelling,scrotal_swelling,hiligaynon,active
,hubag gid akon baywang,waist swelling,waist_swelling,hiligaynon,active
,hubag gid akon bilad,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag gid akon bilad ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag gid akon bilat,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag gid akon bilat ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag gid akon buhok,hair swelling,hair_swelling,hiligaynon,active
,hubag gid akon bukong,forehead swelling,forehead_swelling,hiligaynon,active
,hubag gid akon buuk,arm swelling,arm_swelling,hiligaynon,active
,hubag gid akon dalunggan,ear swelling,ear_swelling,hiligaynon,active
,hubag gid akon dila,swollen tongue,swollen_tongue,hiligaynon,active
,hubag gid akon dughan,chest swelling,chest_swelling,hiligaynon,active
,hubag gid akon ilong,nasal swelling,nasal_swelling,hiligaynon,active
,hubag gid akon itlog,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid akon itlog ko,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid akon itlog ku,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid akon itlug,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid akon itlug ko,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid akon itlug ku,testicular swelling,testicular_swelling,hiligaynon,active
,hubag gid akon kamot,hand swelling,hand_swelling,hiligaynon,active
,hubag gid akon kuko,nail swelling,nail_swelling,hiligaynon,active
,hubag gid akon lawas,body swelling,body_swelling,hiligaynon,active
,hubag gid akon lawi,nape swelling,nape_swelling,hiligaynon,active
,hubag gid akon likod,back swelling,back_swelling,hiligaynon,active
,hubag gid akon liog,neck swelling,neck_swelling,hiligaynon,active
,hubag gid akon mata,eye swelling,eye_swelling,hiligaynon,active
,hubag gid akon ngipon,tooth swelling,tooth_swelling,hiligaynon,active
,hubag gid akon paa,foot swelling,foot_swelling,hiligaynon,active
,hubag gid akon pilas,wound swelling,wound_swelling,hiligaynon,active
,hubag gid akon pisngi,facial swelling,facial_swelling,hiligaynon,active
,hubag gid akon siko,elbow swelling,elbow_swelling,hiligaynon,active
,hubag gid akon singit,groin swelling,groin_swelling,hiligaynon,active
,hubag gid akon tadlong,forearm swelling,forearm_swelling,hiligaynon,active
,hubag gid akon tagipusuon,heart swelling,heart_swelling,hiligaynon,active
,hubag gid akon tai,buttocks swelling,buttocks_swelling,hiligaynon,active
,hubag gid akon tiil,foot swelling,foot_swelling,hiligaynon,active
,hubag gid akon tikod,heel swelling,heel_swelling,hiligaynon,active
,hubag gid akon titi,breast swelling,breast_swelling,hiligaynon,active
,hubag gid akon tiyan,abdominal swelling,abdominal_swelling,hiligaynon,active
,hubag gid akon tudlo,finger swelling,finger_swelling,hiligaynon,active
,hubag gid akon tuhod,knee swelling,knee_swelling,hiligaynon,active
,hubag gid akon tungod,throat swelling,throat_swelling,hiligaynon,active
,hubag gid akon tungtong,ankle swelling,ankle_swelling,hiligaynon,active
,hubag gid akon ulo,head swelling,head_swelling,hiligaynon,active
,hubag gid akon utok,brain swelling,brain_swelling,hiligaynon,active
,hubag gid ari ako,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari akon,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari akon gid,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari akon subong,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari gid ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari ko ako,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari ko akon,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari ko akon gid,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari ko akon subong,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari ko gid,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari ko gid ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari ko ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ari ko ko gid,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ako,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary akon,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary akon gid,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary akon subong,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary gid ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ko ako,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ko akon,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ko akon gid,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ko akon subong,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ko gid,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ko gid ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ko ko,penile swelling,penile_swelling,hiligaynon,active
,hubag gid ary ko ko gid,penile swelling,penile_swelling,hiligaynon,active
,hubag gid atay akon,liver swelling,liver_swelling,hiligaynon,active
,hubag gid atay akon gid,liver swelling,liver_swelling,hiligaynon,active
,hubag gid atay gid ko,liver swelling,liver_swelling,hiligaynon,active
,hubag gid atay ko,liver swelling,liver_swelling,hiligaynon,active
,hubag gid atay ko gid,liver swelling,liver_swelling,hiligaynon,active
,hubag gid atay man,liver swelling,liver_swelling,hiligaynon,active
,hubag gid atay subong,liver swelling,liver_swelling,hiligaynon,active
,hubag gid awang akon,jaw swelling,jaw_swelling,hiligaynon,active
,hubag gid awang akon gid,jaw swelling,jaw_swelling,hiligaynon,active
,hubag gid awang gid ko,jaw swelling,jaw_swelling,hiligaynon,active
,hubag gid awang ko,jaw swelling,jaw_swelling,hiligaynon,active
,hubag gid awang ko gid,jaw swelling,jaw_swelling,hiligaynon,active
,hubag gid awang man,jaw swelling,jaw_swelling,hiligaynon,active
,hubag gid awang subong,jaw swelling,jaw_swelling,hiligaynon,active
,hubag gid baba akon,lip swelling,lip_swelling,hiligaynon,active
,hubag gid baba akon gid,lip swelling,lip_swelling,hiligaynon,active
,hubag gid baba gid ko,lip swelling,lip_swelling,hiligaynon,active
,hubag gid baba ko,lip swelling,lip_swelling,hiligaynon,active
,hubag gid baba ko gid,lip swelling,lip_swelling,hiligaynon,active
,hubag gid baba man,lip swelling,lip_swelling,hiligaynon,active
,hubag gid baba subong,lip swelling,lip_swelling,hiligaynon,active
,hubag gid balat akon,skin swelling,skin_swelling,hiligaynon,active
,hubag gid balat akon gid,skin swelling,skin_swelling,hiligaynon,active
,hubag gid balat gid ko,skin swelling,skin_swelling,hiligaynon,active
,hubag gid balat ko,skin swelling,skin_swelling,hiligaynon,active
,hubag gid balat ko gid,skin swelling,skin_swelling,hiligaynon,active
,hubag gid balat man,skin swelling,skin_swelling,hiligaynon,active
,hubag gid balat subong,skin swelling,skin_swelling,hiligaynon,active
,hubag gid batiis akon,leg swelling,leg_swelling,hiligaynon,active
,hubag gid batiis akon gid,leg swelling,leg_swelling,hiligaynon,active
,hubag gid batiis gid ko,leg swelling,leg_swelling,hiligaynon,active
,hubag gid batiis ko,leg swelling,leg_swelling,hiligaynon,active
,hubag gid batiis ko gid,leg swelling,leg_swelling,hiligaynon,active
,hubag gid batiis man,leg swelling,leg_swelling,hiligaynon,active
,hubag gid batiis subong,leg swelling,leg_swelling,hiligaynon,active
,hubag gid bato akon,kidney swelling,kidney_swelling,hiligaynon,active
,hubag gid bato akon gid,kidney swelling,kidney_swelling,hiligaynon,active
