term_id,term,english,concept,language,status
,masakit gid kipay akon,vulvar pain,vulvar_pain,filipino,active
,masakit gid kipay akon gid,vulvar pain,vulvar_pain,filipino,active
,masakit gid kipay akon subong,vulvar pain,vulvar_pain,filipino,active
,masakit gid kipay gid ko,vulvar pain,vulvar_pain,filipino,active
,masakit gid kipay ko,vulvar pain,vulvar_pain,filipino,active
,masakit gid kipay ko gid,vulvar pain,vulvar_pain,filipino,active
,masakit gid singit ako,groin pain,groin_pain,filipino,active
,masakit gid singit akon,groin pain,groin_pain,filipino,active
,masakit gid singit akon gid,groin pain,groin_pain,filipino,active
,masakit gid singit akon subong,groin pain,groin_pain,filipino,active
,masakit gid singit gid ko,groin pain,groin_pain,filipino,active
,masakit gid singit ko,groin pain,groin_pain,filipino,active
,masakit gid singit ko gid,groin pain,groin_pain,filipino,active
,masakit ilong akon,nose pain,nose_pain,filipino,active
,masakit ilong gid ko,nose pain,nose_pain,filipino,active
,masakit ilong ko,nose pain,nose_pain,filipino,active
,masakit ilong man,nose pain,nose_pain,filipino,active
,masakit ilong subong,nose pain,nose_pain,filipino,active
,masakit itlog acun,testicular pain,testicular_pain,filipino,active
,masakit itlog acun gid,testicular pain,testicular_pain,filipino,active
,masakit itlog acun subong,testicular pain,testicular_pain,filipino,active
,masakit itlog ako,testicular pain,testicular_pain,filipino,active
,masakit itlog akon,testicular pain,testicular_pain,filipino,active
,masakit itlog akon gid,testicular pain,testicular_pain,filipino,active
,masakit itlog akon subong,testicular pain,testicular_pain,filipino,active
,masakit itlog gid ko,testicular pain,testicular_pain,filipino,active
,masakit itlog gid ku,testicular pain,testicular_pain,filipino,active
,masakit itlog ko,testicular pain,testicular_pain,filipino,active
,masakit itlog ko acun,testicular pain,testicular_pain,filipino,active
,masakit itlog ko acun gid,testicular pain,testicular_pain,filipino,active
,masakit itlog ko acun subong,testicular pain,testicular_pain,filipino,active
,masakit itlog ko ako,testicular pain,testicular_pain,filipino,active
,masakit itlog ko akon,testicular pain,testicular_pain,filipino,active
,masakit itlog ko akon gid,testicular pain,testicular_pain,filipino,active
,masakit itlog ko akon subong,testicular pain,testicular_pain,filipino,active
,masakit itlog ko gid,testicular pain,testicular_pain,filipino,active
,masakit itlog ko gid ko,testicular pain,testicular_pain,filipino,active
,masakit itlog ko ko,testicular pain,testicular_pain,filipino,active
,masakit itlog ko ko gid,testicular pain,testicular_pain,filipino,active
,masakit itlog ku,testicular pain,testicular_pain,filipino,active
,masakit itlog ku ako,testicular pain,testicular_pain,filipino,active
,masakit itlog ku akon,testicular pain,testicular_pain,filipino,active
,masakit itlog ku akon gid,testicular pain,testicular_pain,filipino,active
,masakit itlog ku akon subong,testicular pain,testicular_pain,filipino,active
,masakit itlog ku gid,testicular pain,testicular_pain,filipino,active
,masakit itlog ku gid ko,testicular pain,testicular_pain,filipino,active
,masakit itlog ku ko,testicular pain,testicular_pain,filipino,active
,masakit itlog ku ko gid,testicular pain,testicular_pain,filipino,active
,masakit itlug acun,testicular pain,testicular_pain,filipino,active
,masakit itlug acun gid,testicular pain,testicular_pain,filipino,active
,masakit itlug acun subong,testicular pain,testicular_pain,filipino,active
,masakit itlug ako,testicular pain,testicular_pain,filipino,active
,masakit itlug akon,testicular pain,testicular_pain,filipino,active
,masakit itlug akon gid,testicular pain,testicular_pain,filipino,active
,masakit itlug akon subong,testicular pain,testicular_pain,filipino,active
,masakit itlug gid ko,testicular pain,testicular_pain,filipino,active
,masakit itlug gid ku,testicular pain,testicular_pain,filipino,active
,masakit itlug ko,testicular pain,testicular_pain,filipino,active
,masakit itlug ko acun,testicular pain,testicular_pain,filipino,active
,masakit itlug ko acun gid,testicular pain,testicular_pain,filipino,active
,masakit itlug ko acun subong,testicular pain,testicular_pain,filipino,active
,masakit itlug ko ako,testicular pain,testicular_pain,filipino,active
,masakit itlug ko akon,testicular pain,testicular_pain,filipino,active
,masakit itlug ko akon gid,testicular pain,testicular_pain,filipino,active
,masakit itlug ko akon subong,testicular pain,testicular_pain,filipino,active
,masakit itlug ko gid,testicular pain,testicular_pain,filipino,active
,masakit itlug ko gid ko,testicular pain,testicular_pain,filipino,active
,masakit itlug ko ko,testicular pain,testicular_pain,filipino,active
,masakit itlug ko ko gid,testicular pain,testicular_pain,filipino,active
,masakit itlug ku,testicular pain,testicular_pain,filipino,active
,masakit itlug ku ako,testicular pain,testicular_pain,filipino,active
,masakit itlug ku akon,testicular pain,testicular_pain,filipino,active
,masakit itlug ku akon gid,testicular pain,testicular_pain,filipino,active
,masakit itlug ku akon subong,testicular pain,testicular_pain,filipino,active
,masakit itlug ku gid,testicular pain,testicular_pain,filipino,active
,masakit itlug ku gid ko,testicular pain,testicular_pain,filipino,active
,masakit itlug ku ko,testicular pain,testicular_pain,filipino,active
,masakit itlug ku ko gid,testicular pain,testicular_pain,filipino,active
,masakit kamot akon,hand pain,hand_pain,filipino,active
,masakit kamot gid ko,hand pain,hand_pain,filipino,active
,masakit kamot ko,hand pain,hand_pain,filipino,active
,masakit kamot man,hand pain,hand_pain,filipino,active
,masakit kamot subong,hand pain,hand_pain,filipino,active
,masakit katawan,body pain,body_pain,filipino,active
,masakit kipay ako,vulvar pain,vulvar_pain,filipino,active
,masakit kipay akon,vulvar pain,vulvar_pain,filipino,active
,masakit kipay akon gid,vulvar pain,vulvar_pain,filipino,active
,masakit kipay akon subong,vulvar pain,vulvar_pain,filipino,active
,masakit kipay gid ko,vulvar pain,vulvar_pain,filipino,active
,masakit kipay ko,vulvar pain,vulvar_pain,filipino,active
,masakit kipay ko gid,vulvar pain,vulvar_pain,filipino,active
,masakit kon maglihok abaga ako,shoulder pain,shoulder_pain,filipino,active
,masakit kon maglihok abaga akon,shoulder pain,shoulder_pain,filipino,active
,masakit kon maglihok abaga akon gid,shoulder pain,shoulder_pain,filipino,active
,masakit kon maglihok abaga akon subong,shoulder pain,shoulder_pain,filipino,active
,masakit kon maglihok abaga ko,shoulder pain,shoulder_pain,filipino,active
,masakit kon maglihok abaga ko gid,shoulder pain,shoulder_pain,filipino,active
,masakit kon maglihok abaga ko man,shoulder pain,shoulder_pain,filipino,active
,masakit kon maglihok baywang ako,waist pain,waist_pain,filipino,active
,masakit kon maglihok baywang akon,waist pain,waist_pain,filipino,active
,masakit kon maglihok baywang akon gid,waist pain,waist_pain,filipino,active
,masakit kon maglihok baywang akon subong,waist pain,waist_pain,filipino,active
,masakit kon maglihok baywang ko,waist pain,waist_pain,filipino,active
,masakit kon maglihok baywang ko gid,waist pain,waist_pain,filipino,active
,masakit kon maglihok baywang ko man,waist pain,waist_pain,filipino,active
,masakit kon maglihok likod ako,back pain,back_pain,filipino,active
,masakit kon maglihok likod akon,back pain,back_pain,filipino,active
,masakit kon maglihok likod akon gid,back pain,back_pain,filipino,active
,masakit kon maglihok likod akon subong,back pain,back_pain,filipino,active
,masakit kon maglihok likod ko,back pain,back_pain,filipino,active
,masakit kon maglihok likod ko gid,back pain,back_pain,filipino,active
,masakit kon maglihok likod ko man,back pain,back_pain,filipino,active
,masakit kon maglihok liog ako,neck pain,neck_pain,filipino,active
,masakit kon maglihok liog akon,neck pain,neck_pain,filipino,active
,masakit kon maglihok liog akon gid,neck pain,neck_pain,filipino,active
,masakit kon maglihok liog akon subong,neck pain,neck_pain,filipino,active
,masakit kon maglihok liog ko,neck pain,neck_pain,filipino,active
,masakit kon maglihok liog ko gid,neck pain,neck_pain,filipino,active
,masakit kon maglihok liog ko man,neck pain,neck_pain,filipino,active
,masakit kon maglihok siko ako,elbow pain,elbow_pain,filipino,active
,masakit kon maglihok siko akon,elbow pain,elbow_pain,filipino,active
,masakit kon maglihok siko akon gid,elbow pain,elbow_pain,filipino,active
,masakit kon maglihok siko akon subong,elbow pain,elbow_pain,filipino,active
,masakit kon maglihok siko ko,elbow pain,elbow_pain,filipino,active
,masakit kon maglihok siko ko gid,elbow pain,elbow_pain,filipino,active
,masakit kon maglihok siko ko man,elbow pain,elbow_pain,filipino,active
,masakit kon maglihok tikod ako,heel pain,heel_pain,filipino,active
,masakit kon maglihok tikod akon,heel pain,heel_pain,filipino,active
,masakit kon maglihok tikod akon gid,heel pain,heel_pain,filipino,active
,masakit kon maglihok tikod akon subong,heel pain,heel_pain,filipino,active
,masakit kon maglihok tikod ko,heel pain,heel_pain,filipino,active
,masakit kon maglihok tikod ko gid,heel pain,heel_pain,filipino,active
,masakit kon maglihok tikod ko man,heel pain,heel_pain,filipino,active
,masakit kon maglihok tungtong ako,ankle pain,ankle_pain,filipino,active
,masakit kon maglihok tungtong akon,ankle pain,ankle_pain,filipino,active
,masakit kon maglihok tungtong akon gid,ankle pain,ankle_pain,filipino,active
,masakit kon maglihok tungtong akon subong,ankle pain,ankle_pain,filipino,active
,masakit kon maglihok tungtong ko,ankle pain,ankle_pain,filipino,active
,masakit kon maglihok tungtong ko gid,ankle pain,ankle_pain,filipino,active
,masakit kon maglihok tungtong ko man,ankle pain,ankle_pain,filipino,active
,masakit kuko akon,nail pain,nail_pain,filipino,active
,masakit kuko gid ko,nail pain,nail_pain,filipino,active
,masakit kuko ko,nail pain,nail_pain,filipino,active
,masakit kuko man,nail pain,nail_pain,filipino,active
,masakit kuko subong,nail pain,nail_pain,filipino,active
,masakit lawas akon,body pain,body_pain,filipino,active
,masakit lawas gid ko,body pain,body_pain,filipino,active
,masakit lawas ko,body pain,body_pain,filipino,active
,masakit lawas man,body pain,body_pain,filipino,active
,masakit lawas subong,body pain,body_pain,filipino,active
,masakit lawi akon,nape pain,nape_pain,filipino,active
,masakit lawi gid ko,nape pain,nape_pain,filipino,active
,masakit lawi ko,nape pain,nape_pain,filipino,active
,masakit lawi man,nape pain,nape_pain,filipino,active
,masakit lawi subong,nape pain,nape_pain,filipino,active
,masakit likod ako,back pain,back_pain,filipino,active
,masakit likod akon,back pain,back_pain,filipino,active
,masakit likod akon gid,back pain,back_pain,filipino,active
,masakit likod akon subong,back pain,back_pain,filipino,active
,masakit likod gid ko,back pain,back_pain,filipino,active
,masakit likod ko,back pain,back_pain,filipino,active
,masakit likod ko gid,back pain,back_pain,filipino,active
,masakit likod ko man,back pain,back_pain,filipino,active
,masakit likod man,back pain,back_pain,filipino,active
,masakit likod subong,back pain,back_pain,filipino,active
,masakit liog ako,neck pain,neck_pain,filipino,active
,masakit liog akon,neck pain,neck_pain,filipino,active
,masakit liog akon gid,neck pain,neck_pain,filipino,active
,masakit liog akon subong,neck pain,neck_pain,filipino,active
,masakit liog gid ko,neck pain,neck_pain,filipino,active
,masakit liog ko,neck pain,neck_pain,filipino,active
,masakit liog ko gid,neck pain,neck_pain,filipino,active
,masakit liog ko man,neck pain,neck_pain,filipino,active
,masakit liog man,neck pain,neck_pain,filipino,active
,masakit liog subong,neck pain,neck_pain,filipino,active
,masakit mag-ihi,urinary tract infection,urinary_tract_infection,filipino,active
,masakit mag-ihi ko,painful urination,painful_urination,filipino,active
,masakit mata ako,eye pain,eye_pain,filipino,active
,masakit mata akon,eye pain,eye_pain,filipino,active
,masakit mata akon gid,eye pain,eye_pain,filipino,active
,masakit mata akon subong,eye pain,eye_pain,filipino,active
,masakit mata gid ko,eye pain,eye_pain,filipino,active
,masakit mata ko,eye pain,eye_pain,filipino,active
,masakit mata ko ako,eye pain,eye_pain,filipino,active
,masakit mata ko akon,eye pain,eye_pain,filipino,active
,masakit mata ko akon gid,eye pain,eye_pain,filipino,active
,masakit mata ko akon subong,eye pain,eye_pain,filipino,active
,masakit mata ko gid,eye pain,eye_pain,filipino,active
,masakit mata ko gid ako,eye pain,eye_pain,filipino,active
,masakit mata ko gid akon,eye pain,eye_pain,filipino,active
,masakit mata ko gid akon gid,eye pain,eye_pain,filipino,active
,masakit mata ko gid akon subong,eye pain,eye_pain,filipino,active
,masakit mata ko gid ko,eye pain,eye_pain,filipino,active
,masakit mata ko gid ko gid,eye pain,eye_pain,filipino,active
,masakit mata ko gid ko man,eye pain,eye_pain,filipino,active
,masakit mata ko ko,eye pain,eye_pain,filipino,active
,masakit mata ko ko gid,eye pain,eye_pain,filipino,active
,masakit mata ko ko man,eye pain,eye_pain,filipino,active
,masakit mata ko man,eye pain,eye_pain,filipino,active
,masakit mata man,eye pain,eye_pain,filipino,active
,masakit mata subong,eye pain,eye_pain,filipino,active
,masakit ngipon akon,tooth pain,tooth_pain,filipino,active
,masakit ngipon gid ko,tooth pain,tooth_pain,filipino,active
,masakit ngipon ko,tooth pain,tooth_pain,filipino,active
,masakit ngipon man,tooth pain,tooth_pain,filipino,active
,masakit ngipon subong,tooth pain,tooth_pain,filipino,active
,masakit olok ako,head pain,head_pain,filipino,active
,masakit olok akon,head pain,head_pain,filipino,active
,masakit olok akon gid,head pain,head_pain,filipino,active
,masakit olok akon subong,head pain,head_pain,filipino,active
,masakit olok ko,head pain,head_pain,filipino,active
,masakit olok ko gid,head pain,head_pain,filipino,active
,masakit olok ko man,head pain,head_pain,filipino,active
,masakit paa akon,foot pain,foot_pain,filipino,active
,masakit paa gid ko,foot pain,foot_pain,filipino,active
,masakit paa ko,foot pain,foot_pain,filipino,active
,masakit paa man,foot pain,foot_pain,filipino,active
,masakit paa subong,foot pain,foot_pain,filipino,active
,masakit pag-ihi kag masakit bilat ko,uti symptoms,uti_symptoms,filipino,active
,masakit pag-ihi ko,painful urination,painful_urination,filipino,active
,masakit pag-ihi ko kag may nana sa bilat ko,urinary tract infection,urinary_tract_infection,filipino,active
,masakit pag-ihi ko sa bilat,painful urination with vaginal pain,painful_urination_with_vaginal_pain,filipino,active
,masakit paglamon ko,painful swallowing,painful_swallowing,filipino,active
,masakit paglihok abaga ako,shoulder pain,shoulder_pain,filipino,active
,masakit paglihok abaga akon,shoulder pain,shoulder_pain,filipino,active
,masakit paglihok abaga akon gid,shoulder pain,shoulder_pain,filipino,active
