id,patient_complaint_hiligaynon,normalized_symptom,english_translation,medical_term,body_system,urgency_level,alternative_spellings,possible_conditions,confidence_keywords
5226,nagapanibugho ko kay grabe worry ko gid,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5227,nagapanibugho ko kay grabe worry ko subong,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5228,nagapanibugho ko kay kabalaka daw malala ko halin sang gabii gid ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5229,nagapanibugho ko kay kabalaka daw malala ko sige gid ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5230,nagapanibugho ko kay kabalaka sobra ko halin sang gabii gid ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5231,nagapanibugho ko kay kabalaka sobra ko sige ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5232,nagapanibugho ko kay pirme ko ginakulbaan,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5233,nagapanibugho ko kay pirme ko ginakulbaan ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5234,nagapanibugho ko kay pirme ko ginakulbaan gid,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5235,nagapanibugho ko kay pirme ko ginakulbaan gid ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5236,nagapanibugho ko kay pirme ko ginakulbaan man,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5237,nagapanibugho ko kay pirme ko ginakulbaan subong,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5238,pareho anxious gid ko gid,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5239,pareho anxious gid ko gid ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5240,pareho daw stressed gid ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5241,pareho daw stressed gid ko gid ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5242,pareho daw stressed gid ko gid ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5243,pareho daw stressed gid ko subong,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5244,pareho grabe worry ko gid,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5245,pareho grabe worry ko gid ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5246,pareho grabe worry ko na gid,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5247,pareho kabalaka dako gid ko since yesterday,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5248,pareho kabalaka daw malala ko halin sang aga subong,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5249,pareho kabalaka daw malala ko sige man,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5250,pareho kabalaka gid ko kagapon man,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5251,pareho kabalaka sing malala ko halin sang gabii ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5252,pareho pirme ko ginakulbaan ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5253,pareho pirme ko ginakulbaan gid ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5254,pareho pirme ko ginakulbaan man,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5255,pirme ko ginakulbaan ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5256,pirme ko ginakulbaan gid ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5257,pirme ko ginakulbaan ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5258,pirme ko ginakulbaan man,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5259,sige ko anxious gid ko ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5260,sige ko anxious gid ko ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5261,sige ko anxious gid ko man,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5262,sige ko daw stressed gid ko ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5263,sige ko daw stressed gid ko gid ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5264,sige ko daw stressed gid ko ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5265,sige ko daw stressed gid ko man,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5266,sige ko grabe worry ko ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5267,sige ko grabe worry ko na gid,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5268,sige ko grabe worry ko subong,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5269,sige ko kabalaka dako gid ko halin sang gabii ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5270,sige ko kabalaka daw malala ko subong na gid,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5271,sige ko kabalaka grabeh ko sige gid ako,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5272,sige ko kabalaka sobra ko karon ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5273,sige ko pirme ko ginakulbaan man,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5274,worry gid,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5275,worry gid ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5276,worry ko,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5277,worry subong,kabalaka,anxiety,anxiety,mental,Medium,ginakabalaka;worry;kulba;ginakulbaan;anxious,generalized anxiety;panic disorder;stress;depression,anxiety;worry;kabalaka;stress
5278,amuni daw overwhelmed ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5279,amuni daw overwhelmed ko gid ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5280,amuni sobra stress ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5281,amuni sobra stress ko gid,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5282,amuni sobra stress ko ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5283,amuni sobra stress ko subong,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5284,amuni stress gid ko gid ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5285,amuni stress grabe ko gid ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5286,amuni stress sing malala ko na gid,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5287,amuni stress sobra ko gid,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5288,amuni stress sobra ko gid ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5289,amuni stressed gid ko subong,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5290,amuni stressed gid ko subong ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5291,amuni stressed gid ko subong gid ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5292,amuni stressed gid ko subong subong,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5293,basin daw overwhelmed ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5294,basin daw overwhelmed ko ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5295,basin daw overwhelmed ko gid,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5296,basin daw overwhelmed ko gid ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5297,basin daw overwhelmed ko gid ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5298,basin daw overwhelmed ko ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5299,basin daw overwhelmed ko man,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5300,basin sobra stress ko gid,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5301,basin sobra stress ko man,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5302,basin sobra stress ko na gid,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5303,basin sobra stress ko subong,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5304,basin stress sing malala ko gid,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5305,basin stress sing malala ko gid ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5306,basin stressed gid ko subong gid ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5307,basin stressed gid ko subong gid ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5308,basin stressed gid ko subong man,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5309,complain ko kay daw overwhelmed ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5310,complain ko kay daw overwhelmed ko gid ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5311,complain ko kay daw overwhelmed ko ko,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5312,complain ko kay daw overwhelmed ko man,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5313,complain ko kay sobra stress ko ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5314,complain ko kay sobra stress ko gid ako,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
5315,complain ko kay sobra stress ko man,stress,stress,stress,mental,Medium,ginastress;stressed;sobra stress;overwhelmed,burnout;anxiety;depression;adjustment disorder,stress;mental;burnout;overwhelmed
