symptom_id,symptom_name,standardized_concept,category,language,local_term,status
3649,Abnormality of the Cheek,abnormality_of_the_cheek,general,english,,active
3650,Abnormality of the Cheekbone,abnormality_of_the_cheekbone,general,english,,active
3651,Abnormality of the Cheeks,abnormality_of_the_cheeks,general,english,,active
3652,Abnormality of the Chest,abnormality_of_the_chest,general,english,,active
3653,Abnormality of the Chest Musculature,abnormality_of_the_chest_musculature,general,english,,active
3654,Abnormality of the Chin,abnormality_of_the_chin,general,english,,active
3655,Abnormality of the Choanae,abnormality_of_the_choanae,general,english,,active
3656,Abnormality of the Choroid,abnormality_of_the_choroid,general,english,,active
3657,Abnormality of the Ciliary Body,abnormality_of_the_ciliary_body,general,english,,active
3658,Abnormality of the Clavicle,abnormality_of_the_clavicle,general,english,,active
3659,Abnormality of the Clit,abnormality_of_the_clit,general,english,,active
3660,Abnormality of the Clitoris,abnormality_of_the_clitoris,general,english,,active
3661,Abnormality of the Clivus,abnormality_of_the_clivus,general,english,,active
3662,Abnormality of the Coagulation Cascade,abnormality_of_the_coagulation_cascade,general,english,,active
3663,Abnormality of the Coccyx,abnormality_of_the_coccyx,general,english,,active
3664,Abnormality of the Cochlear Nerve,abnormality_of_the_cochlear_nerve,general,english,,active
3665,Abnormality of the Coeliac Artery,abnormality_of_the_coeliac_artery,general,english,,active
3666,Abnormality of the Columella,abnormality_of_the_columella,general,english,,active
3667,Abnormality of the Common Bile Duct,abnormality_of_the_common_bile_duct,general,english,,active
3668,Abnormality of the Common Carotid Artery,abnormality_of_the_common_carotid_artery,general,english,,active
3669,Abnormality of the Common Coagulation Pathway,abnormality_of_the_common_coagulation_pathway,general,english,,active
3670,Abnormality of the Common Tendinous Ring,abnormality_of_the_common_tendinous_ring,general,english,,active
3671,Abnormality of the Concentration of Heparan Sulfate in the Blood,abnormality_of_the_concentration_of_heparan_sulfate_in_the_blood,general,english,,active
3672,Abnormality of the Concentration of Heparan Sulphate in the Blood,abnormality_of_the_concentration_of_heparan_sulphate_in_the_blood,general,english,,active
3673,Abnormality of the Cornea,abnormality_of_the_cornea,general,english,,active
3674,Abnormality of the Corneal Limbus,abnormality_of_the_corneal_limbus,general,english,,active
3675,Abnormality of the Coronary Sinus,abnormality_of_the_coronary_sinus,general,english,,active
3676,Abnormality of the Corpus Callosum,abnormality_of_the_corpus_callosum,general,english,,active
3677,Abnormality of the Cortex of Foot Bones,abnormality_of_the_cortex_of_foot_bones,general,english,,active
3678,Abnormality of the Cortex of Hand Bones,abnormality_of_the_cortex_of_hand_bones,general,english,,active
3679,Abnormality of the Costochondral Junction,abnormality_of_the_costochondral_junction,general,english,,active
3680,Abnormality of the Cranial Nerves,abnormality_of_the_cranial_nerves,general,english,,active
3681,Abnormality of the Cranial Sutures,abnormality_of_the_cranial_sutures,general,english,,active
3682,Abnormality of the Crus of the Ear,abnormality_of_the_crus_of_the_ear,general,english,,active
3683,Abnormality of the Crus of the Helix,abnormality_of_the_crus_of_the_helix,general,english,,active
3684,Abnormality of the CSF,abnormality_of_the_csf,general,english,,active
3685,Abnormality of the Curvature of the Cornea,abnormality_of_the_curvature_of_the_cornea,general,english,,active
3686,Abnormality of the Curvature of the Vertebral Column,abnormality_of_the_curvature_of_the_vertebral_column,general,english,,active
3687,Abnormality of the Deltoid Tuberosities,abnormality_of_the_deltoid_tuberosities,general,english,,active
3688,Abnormality of the Dental Pulp,abnormality_of_the_dental_pulp,general,english,,active
3689,Abnormality of the Dental Root,abnormality_of_the_dental_root,general,english,,active
3690,Abnormality of the Dentate Nucleus,abnormality_of_the_dentate_nucleus,general,english,,active
3691,Abnormality of the Dentition,abnormality_of_the_dentition,general,english,,active
3692,Abnormality of the Diaphragm,abnormality_of_the_diaphragm,general,english,,active
3693,Abnormality of the Diaphyses,abnormality_of_the_diaphyses,general,english,,active
3694,Abnormality of the Diencephalon,abnormality_of_the_diencephalon,general,english,,active
3695,Abnormality of the Digestive System,abnormality_of_the_digestive_system,general,english,,active
3696,Abnormality of the Distal Femoral Epiphysis,abnormality_of_the_distal_femoral_epiphysis,general,english,,active
3697,Abnormality of the Distal Fibular Epiphysis,abnormality_of_the_distal_fibular_epiphysis,general,english,,active
3698,Abnormality of the Distal Humeral Epiphysis,abnormality_of_the_distal_humeral_epiphysis,general,english,,active
3699,Abnormality of the Distal Phalanges of the Hand,abnormality_of_the_distal_phalanges_of_the_hand,general,english,,active
3700,Abnormality of the Distal Phalanx of Finger,abnormality_of_the_distal_phalanx_of_finger,general,english,,active
3701,Abnormality of the Distal Phalanx of the 2nd Finger,abnormality_of_the_distal_phalanx_of_the_2nd_finger,general,english,,active
3702,Abnormality of the Distal Phalanx of the 2nd Toe,abnormality_of_the_distal_phalanx_of_the_2nd_toe,general,english,,active
3703,Abnormality of the Distal Phalanx of the 3rd Finger,abnormality_of_the_distal_phalanx_of_the_3rd_finger,general,english,,active
3704,Abnormality of the Distal Phalanx of the 3rd Toe,abnormality_of_the_distal_phalanx_of_the_3rd_toe,general,english,,active
3705,Abnormality of the Distal Phalanx of the 4th Finger,abnormality_of_the_distal_phalanx_of_the_4th_finger,general,english,,active
3706,Abnormality of the Distal Phalanx of the 4th Toe,abnormality_of_the_distal_phalanx_of_the_4th_toe,general,english,,active
3707,Abnormality of the Distal Phalanx of the 5th Finger,abnormality_of_the_distal_phalanx_of_the_5th_finger,general,english,,active
3708,Abnormality of the Distal Phalanx of the 5th Toe,abnormality_of_the_distal_phalanx_of_the_5th_toe,general,english,,active
3709,Abnormality of the Distal Phalanx of the Hallux,abnormality_of_the_distal_phalanx_of_the_hallux,general,english,,active
3710,Abnormality of the Distal Phalanx of the Little Finger,abnormality_of_the_distal_phalanx_of_the_little_finger,general,english,,active
3711,Abnormality of the Distal Phalanx of the Thumb,abnormality_of_the_distal_phalanx_of_the_thumb,general,english,,active
3712,Abnormality of the Distal Radial Epiphysis,abnormality_of_the_distal_radial_epiphysis,general,english,,active
3713,Abnormality of the Distal Tibial Epiphysis,abnormality_of_the_distal_tibial_epiphysis,general,english,,active
3714,Abnormality of the Distal Ulnar Epiphysis,abnormality_of_the_distal_ulnar_epiphysis,general,english,,active
3715,Abnormality of the Dorsal Column of the Spinal Cord,abnormality_of_the_dorsal_column_of_the_spinal_cord,general,english,,active
3716,Abnormality of the Dorsum of Nose,abnormality_of_the_dorsum_of_nose,general,english,,active
3717,Abnormality of the Ductus Choledochus,abnormality_of_the_ductus_choledochus,general,english,,active
3718,Abnormality of the Duodenum,abnormality_of_the_duodenum,general,english,,active
3719,Abnormality of the Dura Mater,abnormality_of_the_dura_mater,general,english,,active
3720,Abnormality of the Ear,abnormality_of_the_ear,general,english,,active
3721,Abnormality of the Eardrum,abnormality_of_the_eardrum,general,english,,active
3722,Abnormality of the Elbow,abnormality_of_the_elbow,general,english,,active
3723,Abnormality of the Elbows,abnormality_of_the_elbows,general,english,,active
3724,Abnormality of the Eleventh Cranial Nerve,abnormality_of_the_eleventh_cranial_nerve,general,english,,active
3725,Abnormality of the End Part of Innermost Shankbone,abnormality_of_the_end_part_of_innermost_shankbone,general,english,,active
3726,Abnormality of the End Part of Innermost Shinbone,abnormality_of_the_end_part_of_innermost_shinbone,general,english,,active
3727,Abnormality of the End Part of Middle Little Finger Bone,abnormality_of_the_end_part_of_middle_little_finger_bone,general,english,,active
3728,Abnormality of the End Part of Middle Pinkie Finger Bone,abnormality_of_the_end_part_of_middle_pinkie_finger_bone,general,english,,active
3729,Abnormality of the End Part of Middle Pinky Finger Bone,abnormality_of_the_end_part_of_middle_pinky_finger_bone,general,english,,active
3730,Abnormality of the End Part of Outermost Shankbone,abnormality_of_the_end_part_of_outermost_shankbone,general,english,,active
3731,Abnormality of the End Part of Outermost Shinbone,abnormality_of_the_end_part_of_outermost_shinbone,general,english,,active
3732,Abnormality of the End Part of the 1st Long Bone of Foot,abnormality_of_the_end_part_of_the_1st_long_bone_of_foot,general,english,,active
3733,Abnormality of the End Part of the 1st Long Bone of Hand,abnormality_of_the_end_part_of_the_1st_long_bone_of_hand,general,english,,active
3734,Abnormality of the End Part of the 2nd Long Bone of Hand,abnormality_of_the_end_part_of_the_2nd_long_bone_of_hand,general,english,,active
3735,Abnormality of the End Part of the 2nd Toe Bone,abnormality_of_the_end_part_of_the_2nd_toe_bone,general,english,,active
3736,Abnormality of the End Part of the 3rd Long Bone of Hand,abnormality_of_the_end_part_of_the_3rd_long_bone_of_hand,general,english,,active
3737,Abnormality of the End Part of the 3rd Toe Bone,abnormality_of_the_end_part_of_the_3rd_toe_bone,general,english,,active
3738,Abnormality of the End Part of the 4th Long Bone of Hand,abnormality_of_the_end_part_of_the_4th_long_bone_of_hand,general,english,,active
3739,Abnormality of the End Part of the 4th Toe Bone,abnormality_of_the_end_part_of_the_4th_toe_bone,general,english,,active
3740,Abnormality of the End Part of the Big Toe Bone,abnormality_of_the_end_part_of_the_big_toe_bone,general,english,,active
3741,Abnormality of the End Part of the Calf Bone,abnormality_of_the_end_part_of_the_calf_bone,general,english,,active
3742,Abnormality of the End Part of the Foot Bone,abnormality_of_the_end_part_of_the_foot_bone,general,english,,active
3743,Abnormality of the End Part of the Hand Bone,abnormality_of_the_end_part_of_the_hand_bone,general,english,,active
3744,Abnormality of the End Part of the Hand Bones,abnormality_of_the_end_part_of_the_hand_bones,general,english,,active
3745,Abnormality of the End Part of the Index Finger Bone,abnormality_of_the_end_part_of_the_index_finger_bone,general,english,,active
3746,Abnormality of the End Part of the Innermost Bone of the 2nd Toe,abnormality_of_the_end_part_of_the_innermost_bone_of_the_2nd_toe,general,english,,active
3747,Abnormality of the End Part of the Innermost Bone of the 3rd Toe,abnormality_of_the_end_part_of_the_innermost_bone_of_the_3rd_toe,general,english,,active
3748,Abnormality of the End Part of the Innermost Bone of the 4th Toe,abnormality_of_the_end_part_of_the_innermost_bone_of_the_4th_toe,general,english,,active
3749,Abnormality of the End Part of the Innermost Bone of the Big Toe,abnormality_of_the_end_part_of_the_innermost_bone_of_the_big_toe,general,english,,active
3750,Abnormality of the End Part of the Innermost Bone of the Little Toe,abnormality_of_the_end_part_of_the_innermost_bone_of_the_little_toe,general,english,,active
3751,Abnormality of the End Part of the Innermost Bone of the Middle Finger,abnormality_of_the_end_part_of_the_innermost_bone_of_the_middle_finger,general,english,,active
3752,Abnormality of the End Part of the Innermost Bone of the Pinkie Toe,abnormality_of_the_end_part_of_the_innermost_bone_of_the_pinkie_toe,general,english,,active
3753,Abnormality of the End Part of the Innermost Bone of the Pinky Toe,abnormality_of_the_end_part_of_the_innermost_bone_of_the_pinky_toe,general,english,,active
3754,Abnormality of the End Part of the Innermost Bone of the Ring Finger,abnormality_of_the_end_part_of_the_innermost_bone_of_the_ring_finger,general,english,,active
3755,Abnormality of the End Part of the Innermost Hand Bones,abnormality_of_the_end_part_of_the_innermost_hand_bones,general,english,,active
3756,Abnormality of the End Part of the Innermost Long Bone in Upper Arm,abnormality_of_the_end_part_of_the_innermost_long_bone_in_upper_arm,general,english,,active
3757,Abnormality of the End Part of the Innermost Thighbone,abnormality_of_the_end_part_of_the_innermost_thighbone,general,english,,active
3758,Abnormality of the End Part of the Little Toe Bone,abnormality_of_the_end_part_of_the_little_toe_bone,general,english,,active
3759,Abnormality of the End Part of the Long Bone of Little Finger,abnormality_of_the_end_part_of_the_long_bone_of_little_finger,general,english,,active
3760,Abnormality of the End Part of the Long Bone of Pinkie Finger,abnormality_of_the_end_part_of_the_long_bone_of_pinkie_finger,general,english,,active
3761,Abnormality of the End Part of the Long Bone of Pinky Finger,abnormality_of_the_end_part_of_the_long_bone_of_pinky_finger,general,english,,active
3762,Abnormality of the End Part of the Middle Bone of the 2nd Toe,abnormality_of_the_end_part_of_the_middle_bone_of_the_2nd_toe,general,english,,active
